site_id,site_name,catchment,program_id,program,referrals_4w,triage_volume_4w,urgent_referrals_4w,waitlist_total,urgent_waitlist,routine_waitlist,third_next_available_days,template_capacity_4w,template_gap_4w,no_show_rate,diagnostic_readiness,followup_overdue,provider_capacity_sessions_4w,allied_health_capacity_sessions_4w,hr_gap_sessions_4w,resource_ceiling_k,marginal_resource_need_k,finance_pressure_k,respiratory_context_index,aqhi_smoke_index,calendar_open_data_lift,open_data_adjustment,urgent_breach_risk,source_readiness,classification,confidence,tone,lineage_panel_id,source_ids,model_ids,warning_ids,caveat
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,gastroenterology,Gastroenterology,81,76,18,726,115,611,60,66,15,0.107,0.74,72,57,23,7.1,10.5,4.2,0,0.474,4.94,0.012,0.114,0.567,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,nephrology,Nephrology,44,41,9,399,59,340,48,36,8,0.101,0.776,36,30,12,5.0,9.1,3.0,0,0.474,4.94,0.012,0.106,0.481,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,rheumatology,Rheumatology,52,49,11,471,72,399,53,43,9,0.104,0.759,44,34,15,6.6,9.4,3.5,0,0.474,4.94,0.012,0.109,0.52,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,diagnostics,Diagnostics,117,110,27,1040,170,870,64,96,21,0.11,0.725,107,86,34,7.8,11.8,4.9,0,0.474,4.94,0.012,0.119,0.602,review,derived,medium,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_ACH_INSPIRED_DIAGNOSTICS_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,post_discharge_follow_up,Post-discharge follow-up,68,64,15,586,91,495,57,61,7,0.105,0.82,56,52,22,6.8,10.2,3.4,0,0.474,4.94,0.012,0.114,0.541,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_ACH_INSPIRED,Alberta Children's-inspired,South provincial catchment,virtual_outreach,Virtual/outreach,57,54,12,514,78,436,52,51,6,0.103,0.835,47,42,18,6.5,9.8,3.1,0,0.474,4.94,0.012,0.109,0.507,review,derived,medium,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,respiratory,Respiratory,61,57,14,523,87,436,67,50,11,0.112,0.714,55,41,19,7.6,10.5,4.1,0,0.474,4.94,0.012,0.128,0.628,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_PROV_NETWORK_RESPIRATORY_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,cardiology,Cardiology,44,41,10,404,63,341,56,36,8,0.106,0.747,39,28,13,6.5,9.8,3.5,0,0.474,4.94,0.012,0.114,0.55,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,neurology,Neurology,69,65,16,612,99,513,62,57,12,0.109,0.729,62,51,21,6.0,10.8,3.9,0,0.474,4.94,0.012,0.12,0.593,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,surgery_follow_up,Surgery follow-up,62,58,14,582,92,490,57,51,11,0.107,0.743,57,44,18,6.1,10.5,3.7,0,0.474,4.94,0.012,0.114,0.559,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,oncology_survivorship,Oncology survivorship,34,32,7,316,48,268,49,28,6,0.102,0.768,29,23,10,4.7,9.5,2.9,0,0.474,4.94,0.012,0.108,0.499,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,complex_care,Complex care,77,72,18,691,113,578,64,63,14,0.111,0.722,72,49,23,9.6,11.0,4.6,0,0.474,4.94,0.012,0.121,0.61,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_PROV_NETWORK_COMPLEX_CARE_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,mental_health,Mental health,106,100,25,998,168,830,68,87,19,0.113,0.707,108,78,31,7.8,12.1,4.9,0,0.474,4.94,0.012,0.121,0.645,review,derived,medium,high,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",WARN_SITE_PROV_NETWORK_MENTAL_HEALTH_TNA,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,diabetes_endocrinology,Diabetes/endocrinology,69,65,16,645,104,541,60,57,12,0.109,0.732,65,49,20,6.8,10.8,4.0,0,0.474,4.94,0.012,0.115,0.585,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,gastroenterology,Gastroenterology,58,55,13,541,86,455,58,48,10,0.107,0.74,54,39,17,7.1,10.4,3.8,0,0.474,4.94,0.012,0.114,0.567,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,nephrology,Nephrology,32,30,7,298,44,254,46,26,6,0.101,0.776,27,20,9,5.0,9.4,2.8,0,0.474,4.94,0.012,0.106,0.481,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,rheumatology,Rheumatology,37,35,8,351,54,297,51,30,7,0.104,0.759,33,27,10,4.1,9.6,2.9,0,0.474,4.94,0.012,0.109,0.52,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,diagnostics,Diagnostics,84,79,19,775,126,649,62,69,15,0.11,0.725,80,59,25,7.8,11.3,4.4,0,0.474,4.94,0.012,0.119,0.602,review,derived,medium,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,post_discharge_follow_up,Post-discharge follow-up,49,46,11,437,68,369,55,44,5,0.105,0.82,42,36,16,6.4,10.2,3.0,0,0.474,4.94,0.012,0.114,0.541,ready,derived,medium-high,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
SITE_PROV_NETWORK,Provincial pediatric network,Network aggregate,virtual_outreach,Virtual/outreach,41,39,9,383,58,325,50,37,4,0.103,0.835,35,29,13,6.0,9.9,2.7,0,0.474,4.94,0.012,0.109,0.507,review,derived,medium,watch,PANEL_AMBULATORY_COMMAND,"SRC_SYNTH_REFERRALS,SRC_SYNTH_REFERRAL_TRIAGE,SRC_SYNTH_WAITLIST_SNAPSHOTS,SRC_SYNTH_CLINIC_TEMPLATES,SRC_SYNTH_PROVIDER_AVAILABILITY,SRC_SYNTH_NO_SHOW_LATE_CANCEL,SRC_SYNTH_DIAGNOSTIC_READINESS,SRC_SYNTH_HR_SHIFT_ROSTER,SRC_SYNTH_FINANCE_RESOURCE_ENVELOPE,SRC_OPEN_RESPIRATORY_VIRUS_DASHBOARD,SRC_OPEN_AQHI_SMOKE_CONTEXT,SRC_OPEN_SCHOOL_HOLIDAY_CALENDAR,SRC_OPEN_STATCAN_PED_POPULATION","AMBULATORY_ACCESS_FORECAST,URGENT_WAITLIST_BREACH_RISK,NO_SHOW_LATE_CANCEL_RISK",,Synthetic aggregate access metrics; no patient-level display.
