site_id,unit_id,unit_name,horizon_hours,occupancy_pct,ed_boarders,staffing_gap_pct,discharge_expected,source_ids
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,36,0.96,15,0.08,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,48,0.962,15,0.076,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,60,0.964,16,0.076,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_GENERAL_PEDIATRICS,General pediatrics,72,0.966,17,0.076,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,0,0.96,5,0.1,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,6,0.968,6,0.1,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,12,0.976,7,0.11,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,24,0.978,8,0.11,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,36,0.98,9,0.1,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,48,0.982,9,0.096,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,60,0.984,10,0.096,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_PICU,PICU,72,0.986,11,0.096,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,0,0.9,3,0.06,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,6,0.908,4,0.06,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,12,0.916,5,0.07,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,24,0.918,6,0.07,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,36,0.92,7,0.06,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,48,0.922,7,0.056,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,60,0.924,8,0.056,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_NICU,NICU,72,0.926,9,0.056,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,0,0.86,2,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,6,0.868,3,0.04,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,12,0.876,4,0.05,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,24,0.878,5,0.05,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,36,0.88,6,0.04,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,48,0.882,6,0.036,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,60,0.884,7,0.036,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_SURGERY,Surgery,72,0.886,8,0.036,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,0,0.92,4,0.09,2,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,6,0.928,5,0.09,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,12,0.936,6,0.1,3,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,24,0.938,7,0.1,4,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,36,0.94,8,0.09,5,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,48,0.942,8,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,60,0.944,9,0.086,6,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
SITE_PROV_NETWORK,PROV_NETWORK_MENTAL_HEALTH,Mental health,72,0.946,10,0.086,7,"SRC_SYNTH_UNIT_CENSUS_HOURLY,SRC_SYNTH_ED_VISITS,SRC_SYNTH_DISCHARGE_MILESTONES"
