referral_triage_id,site_id,program,week_start_date,new_referrals,urgent_referrals,triage_turnaround_median_days,referral_completeness_pct,duplicate_referral_count_synth,synthetic_demo
REF_SITE_ACH_INSPIRED_surgery_followup_000,SITE_ACH_INSPIRED,surgery_followup,2026-01-05,22,6,1.4,0.887,1,True
REF_SITE_ACH_INSPIRED_surgery_followup_001,SITE_ACH_INSPIRED,surgery_followup,2026-01-12,19,2,2.5,0.91,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_002,SITE_ACH_INSPIRED,surgery_followup,2026-01-19,15,5,4.1,0.88,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_003,SITE_ACH_INSPIRED,surgery_followup,2026-01-26,14,2,1.7,0.942,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_004,SITE_ACH_INSPIRED,surgery_followup,2026-02-02,19,3,0.5,0.937,2,True
REF_SITE_ACH_INSPIRED_surgery_followup_005,SITE_ACH_INSPIRED,surgery_followup,2026-02-09,31,5,1.1,0.875,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_006,SITE_ACH_INSPIRED,surgery_followup,2026-02-16,17,3,2.9,0.916,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_007,SITE_ACH_INSPIRED,surgery_followup,2026-02-23,24,3,6.3,0.915,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_008,SITE_ACH_INSPIRED,surgery_followup,2026-03-02,19,4,2.1,0.917,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_009,SITE_ACH_INSPIRED,surgery_followup,2026-03-09,18,4,2.9,0.939,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_010,SITE_ACH_INSPIRED,surgery_followup,2026-03-16,16,2,1.5,0.847,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_011,SITE_ACH_INSPIRED,surgery_followup,2026-03-23,23,2,4.4,0.965,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_012,SITE_ACH_INSPIRED,surgery_followup,2026-03-30,34,3,2.8,0.898,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_013,SITE_ACH_INSPIRED,surgery_followup,2026-04-06,21,4,1.5,0.876,0,True
REF_SITE_ACH_INSPIRED_surgery_followup_014,SITE_ACH_INSPIRED,surgery_followup,2026-04-13,19,3,3.0,0.829,1,True
REF_SITE_ACH_INSPIRED_surgery_followup_015,SITE_ACH_INSPIRED,surgery_followup,2026-04-20,30,5,2.5,0.912,2,True
REF_SITE_ACH_INSPIRED_surgery_followup_016,SITE_ACH_INSPIRED,surgery_followup,2026-04-27,21,4,3.0,0.889,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_000,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-05,25,3,2.0,0.815,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_001,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-12,15,3,0.8,0.898,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_002,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-19,27,8,1.9,0.886,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_003,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-26,24,2,3.3,0.889,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_004,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-02,22,4,0.7,0.891,2,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_005,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-09,24,4,5.3,0.935,1,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_006,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-16,30,3,2.4,0.935,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_007,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-23,20,3,0.4,0.938,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_008,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-02,24,5,1.5,0.99,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_009,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-09,22,1,1.2,0.936,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_010,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-16,31,2,0.9,0.919,1,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_011,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-23,15,2,2.7,0.845,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_012,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-30,21,3,0.7,0.871,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_013,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-06,18,3,2.3,0.938,1,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_014,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-13,32,6,2.6,0.975,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_015,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-20,23,8,1.5,0.931,0,True
REF_SITE_ACH_INSPIRED_oncology_survivorship_016,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-27,13,2,2.0,0.862,0,True
REF_SITE_ACH_INSPIRED_complex_care_000,SITE_ACH_INSPIRED,complex_care,2026-01-05,19,2,2.3,0.87,3,True
REF_SITE_ACH_INSPIRED_complex_care_001,SITE_ACH_INSPIRED,complex_care,2026-01-12,17,4,1.9,0.903,1,True
REF_SITE_ACH_INSPIRED_complex_care_002,SITE_ACH_INSPIRED,complex_care,2026-01-19,24,6,0.2,0.969,1,True
REF_SITE_ACH_INSPIRED_complex_care_003,SITE_ACH_INSPIRED,complex_care,2026-01-26,30,7,1.1,0.876,0,True
REF_SITE_ACH_INSPIRED_complex_care_004,SITE_ACH_INSPIRED,complex_care,2026-02-02,15,3,1.3,0.924,0,True
REF_SITE_ACH_INSPIRED_complex_care_005,SITE_ACH_INSPIRED,complex_care,2026-02-09,19,3,1.1,0.887,0,True
REF_SITE_ACH_INSPIRED_complex_care_006,SITE_ACH_INSPIRED,complex_care,2026-02-16,25,4,2.8,0.854,1,True
REF_SITE_ACH_INSPIRED_complex_care_007,SITE_ACH_INSPIRED,complex_care,2026-02-23,19,4,1.8,0.888,1,True
REF_SITE_ACH_INSPIRED_complex_care_008,SITE_ACH_INSPIRED,complex_care,2026-03-02,23,3,3.7,0.877,1,True
REF_SITE_ACH_INSPIRED_complex_care_009,SITE_ACH_INSPIRED,complex_care,2026-03-09,23,3,2.2,0.931,1,True
REF_SITE_ACH_INSPIRED_complex_care_010,SITE_ACH_INSPIRED,complex_care,2026-03-16,23,5,5.1,0.948,0,True
REF_SITE_ACH_INSPIRED_complex_care_011,SITE_ACH_INSPIRED,complex_care,2026-03-23,20,3,1.8,0.947,0,True
REF_SITE_ACH_INSPIRED_complex_care_012,SITE_ACH_INSPIRED,complex_care,2026-03-30,14,1,2.9,0.825,0,True
REF_SITE_ACH_INSPIRED_complex_care_013,SITE_ACH_INSPIRED,complex_care,2026-04-06,29,8,1.3,0.934,0,True
REF_SITE_ACH_INSPIRED_complex_care_014,SITE_ACH_INSPIRED,complex_care,2026-04-13,21,1,2.1,0.869,0,True
REF_SITE_ACH_INSPIRED_complex_care_015,SITE_ACH_INSPIRED,complex_care,2026-04-20,20,1,6.9,0.968,0,True
REF_SITE_ACH_INSPIRED_complex_care_016,SITE_ACH_INSPIRED,complex_care,2026-04-27,31,7,0.9,0.893,0,True
REF_SITE_ACH_INSPIRED_mental_health_000,SITE_ACH_INSPIRED,mental_health,2026-01-05,22,3,2.8,0.929,1,True
REF_SITE_ACH_INSPIRED_mental_health_001,SITE_ACH_INSPIRED,mental_health,2026-01-12,15,3,2.2,0.781,0,True
REF_SITE_ACH_INSPIRED_mental_health_002,SITE_ACH_INSPIRED,mental_health,2026-01-19,16,2,13.5,0.905,0,True
REF_SITE_ACH_INSPIRED_mental_health_003,SITE_ACH_INSPIRED,mental_health,2026-01-26,17,1,2.3,0.858,0,True
REF_SITE_ACH_INSPIRED_mental_health_004,SITE_ACH_INSPIRED,mental_health,2026-02-02,21,6,1.3,0.976,1,True
REF_SITE_ACH_INSPIRED_mental_health_005,SITE_ACH_INSPIRED,mental_health,2026-02-09,22,2,4.1,0.88,0,True
REF_SITE_ACH_INSPIRED_mental_health_006,SITE_ACH_INSPIRED,mental_health,2026-02-16,19,2,1.6,0.924,1,True
REF_SITE_ACH_INSPIRED_mental_health_007,SITE_ACH_INSPIRED,mental_health,2026-02-23,18,3,0.5,0.923,1,True
REF_SITE_ACH_INSPIRED_mental_health_008,SITE_ACH_INSPIRED,mental_health,2026-03-02,27,1,0.4,0.906,0,True
REF_SITE_ACH_INSPIRED_mental_health_009,SITE_ACH_INSPIRED,mental_health,2026-03-09,17,2,2.1,0.935,0,True
REF_SITE_ACH_INSPIRED_mental_health_010,SITE_ACH_INSPIRED,mental_health,2026-03-16,23,6,1.5,0.885,0,True
REF_SITE_ACH_INSPIRED_mental_health_011,SITE_ACH_INSPIRED,mental_health,2026-03-23,16,2,2.0,0.99,1,True
REF_SITE_ACH_INSPIRED_mental_health_012,SITE_ACH_INSPIRED,mental_health,2026-03-30,14,3,4.8,0.938,0,True
REF_SITE_ACH_INSPIRED_mental_health_013,SITE_ACH_INSPIRED,mental_health,2026-04-06,25,8,0.9,0.944,0,True
REF_SITE_ACH_INSPIRED_mental_health_014,SITE_ACH_INSPIRED,mental_health,2026-04-13,20,4,4.1,0.921,2,True
REF_SITE_ACH_INSPIRED_mental_health_015,SITE_ACH_INSPIRED,mental_health,2026-04-20,26,7,1.5,0.935,0,True
REF_SITE_ACH_INSPIRED_mental_health_016,SITE_ACH_INSPIRED,mental_health,2026-04-27,25,3,8.2,0.863,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_000,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-05,21,3,4.8,0.946,1,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_001,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-12,18,2,4.6,0.923,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_002,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-19,32,5,0.7,0.833,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_003,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-26,17,2,1.5,0.843,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_004,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-02,36,6,1.6,0.976,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_005,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-09,31,7,1.0,0.916,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_006,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-16,17,3,1.1,0.874,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_007,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-23,19,3,0.5,0.873,1,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_008,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-02,25,7,0.6,0.881,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_009,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-09,26,4,1.5,0.885,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_010,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-16,22,7,7.8,0.839,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_011,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-23,19,2,2.5,0.937,1,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_012,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-30,16,5,2.8,0.9,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_013,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-06,21,2,0.3,0.946,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_014,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-13,15,5,4.3,0.879,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_015,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-20,17,3,1.3,0.961,0,True
REF_SITE_ACH_INSPIRED_diagnostic_procedures_016,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-27,23,4,0.3,0.884,2,True
REF_SITE_PROV_NETWORK_respiratory_000,SITE_PROV_NETWORK,respiratory,2026-01-05,36,5,3.1,0.922,0,True
REF_SITE_PROV_NETWORK_respiratory_001,SITE_PROV_NETWORK,respiratory,2026-01-12,30,3,0.4,0.95,0,True
REF_SITE_PROV_NETWORK_respiratory_002,SITE_PROV_NETWORK,respiratory,2026-01-19,31,4,3.0,0.968,0,True
REF_SITE_PROV_NETWORK_respiratory_003,SITE_PROV_NETWORK,respiratory,2026-01-26,31,5,2.5,0.899,0,True
REF_SITE_PROV_NETWORK_respiratory_004,SITE_PROV_NETWORK,respiratory,2026-02-02,37,4,3.1,0.876,1,True
REF_SITE_PROV_NETWORK_respiratory_005,SITE_PROV_NETWORK,respiratory,2026-02-09,41,9,4.2,0.866,1,True
REF_SITE_PROV_NETWORK_respiratory_006,SITE_PROV_NETWORK,respiratory,2026-02-16,30,7,1.3,0.915,0,True
REF_SITE_PROV_NETWORK_respiratory_007,SITE_PROV_NETWORK,respiratory,2026-02-23,32,2,0.7,0.983,0,True
REF_SITE_PROV_NETWORK_respiratory_008,SITE_PROV_NETWORK,respiratory,2026-03-02,24,5,2.8,0.855,1,True
REF_SITE_PROV_NETWORK_respiratory_009,SITE_PROV_NETWORK,respiratory,2026-03-09,17,2,9.1,0.99,0,True
REF_SITE_PROV_NETWORK_respiratory_010,SITE_PROV_NETWORK,respiratory,2026-03-16,30,4,1.0,0.914,0,True
REF_SITE_PROV_NETWORK_respiratory_011,SITE_PROV_NETWORK,respiratory,2026-03-23,26,1,3.2,0.876,0,True
REF_SITE_PROV_NETWORK_respiratory_012,SITE_PROV_NETWORK,respiratory,2026-03-30,22,2,1.9,0.904,0,True
REF_SITE_PROV_NETWORK_respiratory_013,SITE_PROV_NETWORK,respiratory,2026-04-06,19,3,4.7,0.939,0,True
REF_SITE_PROV_NETWORK_respiratory_014,SITE_PROV_NETWORK,respiratory,2026-04-13,24,1,1.7,0.95,0,True
REF_SITE_PROV_NETWORK_respiratory_015,SITE_PROV_NETWORK,respiratory,2026-04-20,18,2,3.7,0.945,0,True
REF_SITE_PROV_NETWORK_respiratory_016,SITE_PROV_NETWORK,respiratory,2026-04-27,19,2,4.9,0.956,0,True
REF_SITE_PROV_NETWORK_cardiology_000,SITE_PROV_NETWORK,cardiology,2026-01-05,16,3,3.7,0.845,0,True
REF_SITE_PROV_NETWORK_cardiology_001,SITE_PROV_NETWORK,cardiology,2026-01-12,20,4,1.7,0.886,0,True
REF_SITE_PROV_NETWORK_cardiology_002,SITE_PROV_NETWORK,cardiology,2026-01-19,15,2,2.4,0.962,0,True
REF_SITE_PROV_NETWORK_cardiology_003,SITE_PROV_NETWORK,cardiology,2026-01-26,16,1,1.3,0.868,0,True
REF_SITE_PROV_NETWORK_cardiology_004,SITE_PROV_NETWORK,cardiology,2026-02-02,24,3,2.8,0.928,0,True
REF_SITE_PROV_NETWORK_cardiology_005,SITE_PROV_NETWORK,cardiology,2026-02-09,10,2,0.4,0.95,0,True
REF_SITE_PROV_NETWORK_cardiology_006,SITE_PROV_NETWORK,cardiology,2026-02-16,23,3,0.6,0.875,0,True
REF_SITE_PROV_NETWORK_cardiology_007,SITE_PROV_NETWORK,cardiology,2026-02-23,25,3,2.0,0.923,1,True
REF_SITE_PROV_NETWORK_cardiology_008,SITE_PROV_NETWORK,cardiology,2026-03-02,23,5,0.8,0.914,0,True
REF_SITE_PROV_NETWORK_cardiology_009,SITE_PROV_NETWORK,cardiology,2026-03-09,25,3,4.1,0.895,0,True
REF_SITE_PROV_NETWORK_cardiology_010,SITE_PROV_NETWORK,cardiology,2026-03-16,21,4,1.7,0.903,0,True
REF_SITE_PROV_NETWORK_cardiology_011,SITE_PROV_NETWORK,cardiology,2026-03-23,24,4,2.6,0.99,0,True
REF_SITE_PROV_NETWORK_cardiology_012,SITE_PROV_NETWORK,cardiology,2026-03-30,14,2,3.0,0.94,0,True
REF_SITE_PROV_NETWORK_cardiology_013,SITE_PROV_NETWORK,cardiology,2026-04-06,20,2,1.7,0.895,0,True
REF_SITE_PROV_NETWORK_cardiology_014,SITE_PROV_NETWORK,cardiology,2026-04-13,18,1,1.9,0.906,0,True
REF_SITE_PROV_NETWORK_cardiology_015,SITE_PROV_NETWORK,cardiology,2026-04-20,22,4,0.7,0.856,0,True
REF_SITE_PROV_NETWORK_cardiology_016,SITE_PROV_NETWORK,cardiology,2026-04-27,20,6,2.5,0.932,0,True
REF_SITE_PROV_NETWORK_neurology_000,SITE_PROV_NETWORK,neurology,2026-01-05,21,3,4.9,0.988,0,True
REF_SITE_PROV_NETWORK_neurology_001,SITE_PROV_NETWORK,neurology,2026-01-12,22,2,3.0,0.883,0,True
REF_SITE_PROV_NETWORK_neurology_002,SITE_PROV_NETWORK,neurology,2026-01-19,25,5,1.2,0.917,0,True
REF_SITE_PROV_NETWORK_neurology_003,SITE_PROV_NETWORK,neurology,2026-01-26,26,5,2.4,0.851,0,True
REF_SITE_PROV_NETWORK_neurology_004,SITE_PROV_NETWORK,neurology,2026-02-02,10,1,0.7,0.898,0,True
REF_SITE_PROV_NETWORK_neurology_005,SITE_PROV_NETWORK,neurology,2026-02-09,23,4,1.5,0.907,0,True
REF_SITE_PROV_NETWORK_neurology_006,SITE_PROV_NETWORK,neurology,2026-02-16,24,4,2.3,0.886,0,True
REF_SITE_PROV_NETWORK_neurology_007,SITE_PROV_NETWORK,neurology,2026-02-23,14,2,1.3,0.896,1,True
REF_SITE_PROV_NETWORK_neurology_008,SITE_PROV_NETWORK,neurology,2026-03-02,30,5,3.3,0.841,0,True
REF_SITE_PROV_NETWORK_neurology_009,SITE_PROV_NETWORK,neurology,2026-03-09,18,2,2.0,0.92,1,True
REF_SITE_PROV_NETWORK_neurology_010,SITE_PROV_NETWORK,neurology,2026-03-16,30,4,0.9,0.976,0,True
REF_SITE_PROV_NETWORK_neurology_011,SITE_PROV_NETWORK,neurology,2026-03-23,30,5,1.3,0.922,0,True
REF_SITE_PROV_NETWORK_neurology_012,SITE_PROV_NETWORK,neurology,2026-03-30,19,3,4.8,0.927,0,True
REF_SITE_PROV_NETWORK_neurology_013,SITE_PROV_NETWORK,neurology,2026-04-06,21,3,1.8,0.99,0,True
REF_SITE_PROV_NETWORK_neurology_014,SITE_PROV_NETWORK,neurology,2026-04-13,10,2,3.8,0.939,0,True
REF_SITE_PROV_NETWORK_neurology_015,SITE_PROV_NETWORK,neurology,2026-04-20,18,3,1.0,0.893,0,True
REF_SITE_PROV_NETWORK_neurology_016,SITE_PROV_NETWORK,neurology,2026-04-27,22,6,5.2,0.933,0,True
REF_SITE_PROV_NETWORK_surgery_followup_000,SITE_PROV_NETWORK,surgery_followup,2026-01-05,22,7,1.3,0.905,0,True
REF_SITE_PROV_NETWORK_surgery_followup_001,SITE_PROV_NETWORK,surgery_followup,2026-01-12,20,1,1.3,0.946,0,True
REF_SITE_PROV_NETWORK_surgery_followup_002,SITE_PROV_NETWORK,surgery_followup,2026-01-19,20,2,5.2,0.847,0,True
REF_SITE_PROV_NETWORK_surgery_followup_003,SITE_PROV_NETWORK,surgery_followup,2026-01-26,24,7,7.0,0.961,0,True
REF_SITE_PROV_NETWORK_surgery_followup_004,SITE_PROV_NETWORK,surgery_followup,2026-02-02,21,1,1.8,0.988,0,True
REF_SITE_PROV_NETWORK_surgery_followup_005,SITE_PROV_NETWORK,surgery_followup,2026-02-09,32,3,1.9,0.908,1,True
REF_SITE_PROV_NETWORK_surgery_followup_006,SITE_PROV_NETWORK,surgery_followup,2026-02-16,30,4,3.3,0.889,0,True
REF_SITE_PROV_NETWORK_surgery_followup_007,SITE_PROV_NETWORK,surgery_followup,2026-02-23,19,3,2.0,0.876,0,True
REF_SITE_PROV_NETWORK_surgery_followup_008,SITE_PROV_NETWORK,surgery_followup,2026-03-02,21,2,1.6,0.865,0,True
REF_SITE_PROV_NETWORK_surgery_followup_009,SITE_PROV_NETWORK,surgery_followup,2026-03-09,32,6,0.5,0.925,1,True
REF_SITE_PROV_NETWORK_surgery_followup_010,SITE_PROV_NETWORK,surgery_followup,2026-03-16,21,3,3.7,0.869,0,True
REF_SITE_PROV_NETWORK_surgery_followup_011,SITE_PROV_NETWORK,surgery_followup,2026-03-23,31,2,1.1,0.916,0,True
REF_SITE_PROV_NETWORK_surgery_followup_012,SITE_PROV_NETWORK,surgery_followup,2026-03-30,29,4,0.3,0.89,0,True
REF_SITE_PROV_NETWORK_surgery_followup_013,SITE_PROV_NETWORK,surgery_followup,2026-04-06,26,2,1.5,0.973,0,True
REF_SITE_PROV_NETWORK_surgery_followup_014,SITE_PROV_NETWORK,surgery_followup,2026-04-13,17,3,3.2,0.892,0,True
REF_SITE_PROV_NETWORK_surgery_followup_015,SITE_PROV_NETWORK,surgery_followup,2026-04-20,17,3,3.8,0.904,0,True
REF_SITE_PROV_NETWORK_surgery_followup_016,SITE_PROV_NETWORK,surgery_followup,2026-04-27,37,8,0.5,0.864,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_000,SITE_PROV_NETWORK,oncology_survivorship,2026-01-05,30,1,3.4,0.99,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_001,SITE_PROV_NETWORK,oncology_survivorship,2026-01-12,16,2,1.5,0.849,1,True
REF_SITE_PROV_NETWORK_oncology_survivorship_002,SITE_PROV_NETWORK,oncology_survivorship,2026-01-19,20,4,1.7,0.942,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_003,SITE_PROV_NETWORK,oncology_survivorship,2026-01-26,27,2,2.5,0.903,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_004,SITE_PROV_NETWORK,oncology_survivorship,2026-02-02,22,3,2.1,0.956,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_005,SITE_PROV_NETWORK,oncology_survivorship,2026-02-09,19,7,1.6,0.987,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_006,SITE_PROV_NETWORK,oncology_survivorship,2026-02-16,14,4,4.3,0.939,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_007,SITE_PROV_NETWORK,oncology_survivorship,2026-02-23,16,2,0.5,0.915,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_008,SITE_PROV_NETWORK,oncology_survivorship,2026-03-02,14,4,0.7,0.926,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_009,SITE_PROV_NETWORK,oncology_survivorship,2026-03-09,30,6,2.3,0.949,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_010,SITE_PROV_NETWORK,oncology_survivorship,2026-03-16,25,5,2.0,0.896,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_011,SITE_PROV_NETWORK,oncology_survivorship,2026-03-23,29,1,6.1,0.907,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_012,SITE_PROV_NETWORK,oncology_survivorship,2026-03-30,23,3,2.9,0.861,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_013,SITE_PROV_NETWORK,oncology_survivorship,2026-04-06,11,1,3.2,0.927,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_014,SITE_PROV_NETWORK,oncology_survivorship,2026-04-13,23,2,2.2,0.99,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_015,SITE_PROV_NETWORK,oncology_survivorship,2026-04-20,29,3,2.7,0.935,0,True
REF_SITE_PROV_NETWORK_oncology_survivorship_016,SITE_PROV_NETWORK,oncology_survivorship,2026-04-27,17,3,6.3,0.948,0,True
REF_SITE_PROV_NETWORK_complex_care_000,SITE_PROV_NETWORK,complex_care,2026-01-05,20,2,1.2,0.873,1,True
REF_SITE_PROV_NETWORK_complex_care_001,SITE_PROV_NETWORK,complex_care,2026-01-12,28,3,0.4,0.848,0,True
REF_SITE_PROV_NETWORK_complex_care_002,SITE_PROV_NETWORK,complex_care,2026-01-19,25,7,4.9,0.873,0,True
REF_SITE_PROV_NETWORK_complex_care_003,SITE_PROV_NETWORK,complex_care,2026-01-26,23,7,1.1,0.949,0,True
REF_SITE_PROV_NETWORK_complex_care_004,SITE_PROV_NETWORK,complex_care,2026-02-02,23,2,2.8,0.914,0,True
REF_SITE_PROV_NETWORK_complex_care_005,SITE_PROV_NETWORK,complex_care,2026-02-09,20,5,1.2,0.886,0,True
REF_SITE_PROV_NETWORK_complex_care_006,SITE_PROV_NETWORK,complex_care,2026-02-16,17,1,0.2,0.943,1,True
REF_SITE_PROV_NETWORK_complex_care_007,SITE_PROV_NETWORK,complex_care,2026-02-23,27,2,2.1,0.897,0,True
REF_SITE_PROV_NETWORK_complex_care_008,SITE_PROV_NETWORK,complex_care,2026-03-02,18,3,1.1,0.911,0,True
REF_SITE_PROV_NETWORK_complex_care_009,SITE_PROV_NETWORK,complex_care,2026-03-09,18,2,1.6,0.881,0,True
REF_SITE_PROV_NETWORK_complex_care_010,SITE_PROV_NETWORK,complex_care,2026-03-16,21,5,2.4,0.926,0,True
REF_SITE_PROV_NETWORK_complex_care_011,SITE_PROV_NETWORK,complex_care,2026-03-23,24,3,0.7,0.932,0,True
REF_SITE_PROV_NETWORK_complex_care_012,SITE_PROV_NETWORK,complex_care,2026-03-30,21,2,1.0,0.869,0,True
REF_SITE_PROV_NETWORK_complex_care_013,SITE_PROV_NETWORK,complex_care,2026-04-06,18,2,4.5,0.905,0,True
REF_SITE_PROV_NETWORK_complex_care_014,SITE_PROV_NETWORK,complex_care,2026-04-13,24,6,3.1,0.868,0,True
REF_SITE_PROV_NETWORK_complex_care_015,SITE_PROV_NETWORK,complex_care,2026-04-20,18,1,1.0,0.928,1,True
REF_SITE_PROV_NETWORK_complex_care_016,SITE_PROV_NETWORK,complex_care,2026-04-27,24,3,1.5,0.891,0,True
REF_SITE_PROV_NETWORK_mental_health_000,SITE_PROV_NETWORK,mental_health,2026-01-05,26,3,0.7,0.94,0,True
REF_SITE_PROV_NETWORK_mental_health_001,SITE_PROV_NETWORK,mental_health,2026-01-12,21,3,1.9,0.95,0,True
REF_SITE_PROV_NETWORK_mental_health_002,SITE_PROV_NETWORK,mental_health,2026-01-19,20,7,2.7,0.927,0,True
REF_SITE_PROV_NETWORK_mental_health_003,SITE_PROV_NETWORK,mental_health,2026-01-26,18,7,0.6,0.937,0,True
REF_SITE_PROV_NETWORK_mental_health_004,SITE_PROV_NETWORK,mental_health,2026-02-02,23,5,2.1,0.934,0,True
REF_SITE_PROV_NETWORK_mental_health_005,SITE_PROV_NETWORK,mental_health,2026-02-09,12,2,1.9,0.888,0,True
REF_SITE_PROV_NETWORK_mental_health_006,SITE_PROV_NETWORK,mental_health,2026-02-16,21,0,1.7,0.883,0,True
REF_SITE_PROV_NETWORK_mental_health_007,SITE_PROV_NETWORK,mental_health,2026-02-23,21,3,1.4,0.925,0,True
REF_SITE_PROV_NETWORK_mental_health_008,SITE_PROV_NETWORK,mental_health,2026-03-02,12,1,3.9,0.888,1,True
REF_SITE_PROV_NETWORK_mental_health_009,SITE_PROV_NETWORK,mental_health,2026-03-09,14,3,5.7,0.92,0,True
REF_SITE_PROV_NETWORK_mental_health_010,SITE_PROV_NETWORK,mental_health,2026-03-16,23,2,6.9,0.891,1,True
REF_SITE_PROV_NETWORK_mental_health_011,SITE_PROV_NETWORK,mental_health,2026-03-23,32,2,0.9,0.894,0,True
REF_SITE_PROV_NETWORK_mental_health_012,SITE_PROV_NETWORK,mental_health,2026-03-30,20,2,3.2,0.932,1,True
