census_hour_id,site_id,unit_id,service_line,ts_hour,census,physical_beds,staffed_beds,effective_beds,occupancy_pct,respiratory_multiplier,ed_boarders,predicted_discharges,discharge_confidence,staffing_gap_pct,synthetic_demo
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041215,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T15:00:00,21,28,28,22,0.9545,0.9,0,2,0.614,0.1839,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041216,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T16:00:00,21,28,27,25,0.84,0.9,2,0,0.76,0.0495,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041217,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T17:00:00,21,28,28,26,0.8077,0.9,0,0,0.919,0.074,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041218,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T18:00:00,17,28,28,24,0.7083,0.9,0,0,0.677,0.1403,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041219,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T19:00:00,19,28,26,24,0.7917,0.9,0,0,0.825,0.0572,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041220,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T20:00:00,20,28,28,26,0.7692,0.9,0,0,0.843,0.0462,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041221,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T21:00:00,19,28,27,25,0.76,0.9,0,1,0.78,0.0702,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041222,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T22:00:00,18,28,26,23,0.7826,0.9,0,0,0.824,0.1029,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041223,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-12T23:00:00,19,28,27,26,0.7308,0.9,0,0,0.798,0.0284,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041300,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T00:00:00,19,28,27,25,0.76,0.9,1,0,0.657,0.0612,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041301,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T01:00:00,24,28,28,26,0.9231,0.9,3,0,0.883,0.0549,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041302,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T02:00:00,25,28,28,27,0.9259,0.9,2,0,0.696,0.0367,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041303,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T03:00:00,24,28,28,26,0.9231,0.9,2,0,0.76,0.0438,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041304,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T04:00:00,22,28,28,24,0.9167,0.9,1,0,0.831,0.1113,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041305,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T05:00:00,24,28,27,25,0.96,0.9,2,2,0.648,0.068,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041306,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T06:00:00,24,28,27,26,0.9231,0.9,1,0,0.765,0.0134,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041307,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T07:00:00,18,28,26,23,0.7826,0.9,0,0,0.799,0.1099,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041308,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T08:00:00,20,28,28,26,0.7692,0.9,2,2,0.793,0.0673,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041309,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T09:00:00,22,28,26,25,0.88,0.9,1,1,0.81,0.0313,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041310,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T10:00:00,23,28,27,25,0.92,0.9,2,0,0.717,0.0649,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041311,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T11:00:00,29,28,28,26,1.1154,0.9,6,2,0.786,0.055,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041312,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T12:00:00,26,28,28,26,1.0,0.9,4,0,0.717,0.0732,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041313,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T13:00:00,23,28,27,26,0.8846,0.9,1,1,0.761,0.0334,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041314,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T14:00:00,24,28,26,25,0.96,0.9,3,2,0.81,0.0267,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041315,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T15:00:00,24,28,28,26,0.9231,0.9,5,0,0.95,0.0406,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041316,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T16:00:00,26,28,28,27,0.963,0.9,4,0,0.74,0.0208,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041317,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T17:00:00,26,28,27,25,1.04,0.9,3,0,0.682,0.0527,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041318,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T18:00:00,22,28,26,25,0.88,0.9,0,0,0.71,0.0403,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041319,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T19:00:00,32,28,28,26,1.2308,0.9,5,0,0.667,0.0587,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041320,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T20:00:00,29,28,26,24,1.2083,0.9,7,0,0.585,0.0499,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041321,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T21:00:00,22,28,27,25,0.88,0.9,3,1,0.798,0.0577,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041322,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T22:00:00,23,28,28,27,0.8519,0.9,0,0,0.688,0.0212,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041323,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-13T23:00:00,25,28,28,26,0.9615,0.9,3,0,0.733,0.0613,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041400,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T00:00:00,18,28,26,24,0.75,0.9,0,0,0.741,0.0681,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041401,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T01:00:00,24,28,28,27,0.8889,0.9,3,0,0.75,0.0283,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041402,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T02:00:00,23,28,28,25,0.92,0.9,0,0,0.803,0.0922,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041403,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T03:00:00,25,28,28,25,1.0,0.9,2,1,0.618,0.0756,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041404,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T04:00:00,26,28,28,27,0.963,0.9,1,0,0.739,0.0312,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041405,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T05:00:00,19,28,26,23,0.8261,0.9,0,2,0.754,0.0933,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041406,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T06:00:00,26,28,27,24,1.0833,0.9,6,0,0.59,0.106,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041407,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T07:00:00,18,28,27,26,0.6923,0.9,0,0,0.654,0.0187,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041408,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T08:00:00,22,28,27,24,0.9167,0.9,1,0,0.848,0.0819,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041409,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T09:00:00,20,28,28,26,0.7692,0.9,0,3,0.725,0.0427,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041410,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T10:00:00,28,28,26,25,1.12,0.9,4,0,0.679,0.0358,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041411,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T11:00:00,25,28,26,25,1.0,0.9,2,1,0.875,0.0171,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041412,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T12:00:00,31,28,28,27,1.1481,0.9,5,0,0.717,0.0364,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041413,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T13:00:00,25,28,26,25,1.0,0.9,3,0,0.738,0.0404,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041414,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T14:00:00,28,28,27,26,1.0769,0.9,3,0,0.681,0.0213,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041415,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T15:00:00,22,28,26,24,0.9167,0.9,1,1,0.705,0.0715,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041416,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T16:00:00,29,28,26,25,1.16,0.9,6,1,0.581,0.0267,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041417,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T17:00:00,27,28,28,25,1.08,0.9,6,0,0.671,0.086,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041418,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T18:00:00,22,28,26,25,0.88,0.9,0,1,0.782,0.032,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041419,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T19:00:00,26,28,27,25,1.04,0.9,6,0,0.779,0.0461,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041420,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T20:00:00,31,28,28,26,1.1923,0.9,4,0,0.586,0.0402,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041421,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T21:00:00,25,28,26,25,1.0,0.9,5,0,0.685,0.0257,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041422,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T22:00:00,22,28,26,24,0.9167,0.9,1,0,0.626,0.0806,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041423,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-14T23:00:00,23,28,28,27,0.8519,0.9,0,1,0.77,0.0275,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041500,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T00:00:00,26,28,26,25,1.04,0.9,3,0,0.657,0.0336,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041501,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T01:00:00,23,28,28,27,0.8519,0.9,2,2,0.858,0.0331,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041502,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T02:00:00,22,28,28,26,0.8462,0.9,0,1,0.854,0.071,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041503,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T03:00:00,19,28,26,23,0.8261,0.9,0,0,0.714,0.0977,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041504,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T04:00:00,25,28,28,27,0.9259,0.9,1,0,0.751,0.0391,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041505,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T05:00:00,18,28,27,26,0.6923,0.9,0,1,0.701,0.0309,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041506,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T06:00:00,24,28,26,24,1.0,0.9,4,1,0.784,0.0541,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041507,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T07:00:00,24,28,27,25,0.96,0.9,4,2,0.725,0.064,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041508,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T08:00:00,22,28,26,25,0.88,0.9,0,1,0.79,0.0304,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041509,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T09:00:00,20,28,26,25,0.8,0.9,1,0,0.78,0.0388,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041510,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T10:00:00,22,28,26,24,0.9167,0.9,0,1,0.857,0.0752,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041511,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T11:00:00,26,28,28,27,0.963,0.9,3,1,0.572,0.0285,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041512,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T12:00:00,22,28,27,24,0.9167,0.9,1,0,0.747,0.0935,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041513,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T13:00:00,22,28,27,25,0.88,0.9,1,0,0.677,0.0473,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041514,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T14:00:00,28,28,26,24,1.1667,0.9,7,2,0.684,0.0459,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041515,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T15:00:00,27,28,28,25,1.08,0.9,5,1,0.586,0.0912,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041516,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T16:00:00,21,28,27,24,0.875,0.9,0,1,0.852,0.0972,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041517,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T17:00:00,21,28,26,23,0.913,0.9,1,0,0.827,0.093,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041518,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T18:00:00,24,28,28,27,0.8889,0.9,1,1,0.706,0.0297,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041519,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T19:00:00,29,28,27,25,1.16,0.9,7,1,0.685,0.0694,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041520,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T20:00:00,24,28,27,26,0.9231,0.9,1,0,0.76,0.0289,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041521,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T21:00:00,28,28,28,27,1.037,0.9,2,0,0.76,0.028,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041522,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T22:00:00,22,28,26,24,0.9167,0.9,2,1,0.809,0.0434,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041523,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-15T23:00:00,24,28,28,26,0.9231,0.9,0,0,0.84,0.065,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041600,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T00:00:00,19,28,26,24,0.7917,0.9,0,0,0.813,0.0599,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041601,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T01:00:00,21,28,28,26,0.8077,0.9,0,0,0.808,0.0415,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041602,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T02:00:00,20,28,27,25,0.8,0.9,0,0,0.877,0.0669,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041603,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T03:00:00,24,28,28,26,0.9231,0.9,2,0,0.681,0.0493,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041604,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T04:00:00,21,28,27,25,0.84,0.9,1,2,0.678,0.0499,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041605,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T05:00:00,16,28,26,21,0.7619,0.9,2,0,0.792,0.1892,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041606,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T06:00:00,23,28,27,25,0.92,0.9,1,0,0.856,0.0412,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041607,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T07:00:00,20,28,28,24,0.8333,0.9,0,0,0.862,0.1323,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041608,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T08:00:00,19,28,26,24,0.7917,0.9,0,0,0.707,0.0723,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041609,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T09:00:00,18,28,26,23,0.7826,0.9,0,0,0.907,0.1109,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041610,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T10:00:00,30,28,26,25,1.2,0.9,10,2,0.749,0.0175,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041611,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T11:00:00,22,28,28,26,0.8462,0.9,0,0,0.826,0.0535,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041612,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T12:00:00,21,28,26,24,0.875,0.9,0,0,0.713,0.0534,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041613,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T13:00:00,23,28,26,24,0.9583,0.9,0,2,0.669,0.0771,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041614,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T14:00:00,23,28,26,23,1.0,0.9,4,2,0.489,0.0902,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041615,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T15:00:00,27,28,26,24,1.125,0.9,4,0,0.69,0.0596,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041616,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T16:00:00,20,28,26,24,0.8333,0.9,0,0,0.809,0.0445,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041617,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T17:00:00,28,28,28,27,1.037,0.9,5,0,0.598,0.0196,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041618,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T18:00:00,26,28,28,25,1.04,0.9,4,0,0.764,0.1054,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041619,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T19:00:00,26,28,26,25,1.04,0.9,4,0,0.667,0.0238,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041620,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T20:00:00,24,28,27,25,0.96,0.9,3,0,0.754,0.0429,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041621,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T21:00:00,25,28,28,26,0.9615,0.9,3,1,0.784,0.0608,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041622,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T22:00:00,26,28,28,25,1.04,0.9,6,0,0.785,0.0875,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041623,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-16T23:00:00,23,28,26,24,0.9583,0.9,0,0,0.655,0.0633,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041700,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T00:00:00,23,28,28,25,0.92,0.9,2,0,0.65,0.0844,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041701,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T01:00:00,23,28,28,27,0.8519,0.9,0,0,0.792,0.0206,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041702,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T02:00:00,29,28,28,27,1.0741,0.9,6,0,0.666,0.0316,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041703,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T03:00:00,25,28,27,26,0.9615,0.9,3,0,0.479,0.0294,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041704,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T04:00:00,22,28,28,25,0.88,0.9,0,0,0.881,0.0928,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041705,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T05:00:00,23,28,27,25,0.92,0.9,2,1,0.868,0.05,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041706,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T06:00:00,21,28,26,25,0.84,0.9,2,1,0.663,0.0359,True
CENSUS_SITE_STOLLERY_INSPIRED_RESP_2026041707,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_RESP,respiratory,2026-04-17T07:00:00,19,28,26,23,0.8261,0.9,1,1,0.783,0.0885,True
