waitlist_snapshot_id,site_id,program,week_start_date,waitlist_total,waitlist_over_target,median_wait_days,p90_wait_days,third_next_available_days,urgent_breach_risk,synthetic_demo
WAIT_SITE_ACH_INSPIRED_neurology_011,SITE_ACH_INSPIRED,neurology,2026-03-23,46,11,20,36,15,0.052,True
WAIT_SITE_ACH_INSPIRED_neurology_012,SITE_ACH_INSPIRED,neurology,2026-03-30,46,13,8,14,6,0.088,True
WAIT_SITE_ACH_INSPIRED_neurology_013,SITE_ACH_INSPIRED,neurology,2026-04-06,42,11,14,26,11,0.076,True
WAIT_SITE_ACH_INSPIRED_neurology_014,SITE_ACH_INSPIRED,neurology,2026-04-13,32,8,5,10,3,0.06,True
WAIT_SITE_ACH_INSPIRED_neurology_015,SITE_ACH_INSPIRED,neurology,2026-04-20,26,5,8,14,6,0.027,True
WAIT_SITE_ACH_INSPIRED_neurology_016,SITE_ACH_INSPIRED,neurology,2026-04-27,20,4,10,19,8,0.031,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_000,SITE_ACH_INSPIRED,surgery_followup,2026-01-05,210,104,48,86,36,0.298,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_001,SITE_ACH_INSPIRED,surgery_followup,2026-01-12,199,103,52,93,39,0.32,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_002,SITE_ACH_INSPIRED,surgery_followup,2026-01-19,188,106,64,115,48,0.366,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_003,SITE_ACH_INSPIRED,surgery_followup,2026-01-26,179,108,68,122,51,0.403,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_004,SITE_ACH_INSPIRED,surgery_followup,2026-02-02,172,94,62,110,46,0.35,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_005,SITE_ACH_INSPIRED,surgery_followup,2026-02-09,183,125,78,139,58,0.487,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_006,SITE_ACH_INSPIRED,surgery_followup,2026-02-16,163,71,27,48,20,0.24,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_007,SITE_ACH_INSPIRED,surgery_followup,2026-02-23,157,73,39,69,29,0.269,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_008,SITE_ACH_INSPIRED,surgery_followup,2026-03-02,141,54,27,48,20,0.184,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_009,SITE_ACH_INSPIRED,surgery_followup,2026-03-09,141,83,63,112,47,0.394,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_010,SITE_ACH_INSPIRED,surgery_followup,2026-03-16,136,71,56,100,42,0.326,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_011,SITE_ACH_INSPIRED,surgery_followup,2026-03-23,124,46,29,52,22,0.173,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_012,SITE_ACH_INSPIRED,surgery_followup,2026-03-30,122,45,25,45,19,0.175,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_013,SITE_ACH_INSPIRED,surgery_followup,2026-04-06,126,72,59,105,44,0.374,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_014,SITE_ACH_INSPIRED,surgery_followup,2026-04-13,128,72,67,120,50,0.365,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_015,SITE_ACH_INSPIRED,surgery_followup,2026-04-20,141,87,71,127,53,0.424,True
WAIT_SITE_ACH_INSPIRED_surgery_followup_016,SITE_ACH_INSPIRED,surgery_followup,2026-04-27,136,65,52,93,39,0.279,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_000,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-05,175,103,52,93,39,0.392,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_001,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-12,152,61,40,72,30,0.204,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_002,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-19,150,72,40,72,30,0.286,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_003,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-26,142,61,39,69,29,0.233,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_004,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-02,142,73,56,100,42,0.314,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_005,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-09,150,99,89,158,66,0.464,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_006,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-16,148,63,40,72,30,0.227,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_007,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-23,145,75,47,84,35,0.323,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_008,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-02,140,64,41,74,31,0.258,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_009,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-09,130,53,24,43,18,0.212,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_010,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-16,141,82,56,100,42,0.387,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_011,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-23,125,51,29,52,22,0.216,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_012,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-30,123,59,44,79,33,0.286,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_013,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-06,105,35,27,48,20,0.134,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_014,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-13,99,34,24,43,18,0.151,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_015,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-20,100,41,39,69,29,0.211,True
WAIT_SITE_ACH_INSPIRED_oncology_survivorship_016,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-27,89,36,33,60,25,0.207,True
WAIT_SITE_ACH_INSPIRED_complex_care_000,SITE_ACH_INSPIRED,complex_care,2026-01-05,93,41,43,76,32,0.247,True
WAIT_SITE_ACH_INSPIRED_complex_care_001,SITE_ACH_INSPIRED,complex_care,2026-01-12,89,36,41,74,31,0.214,True
WAIT_SITE_ACH_INSPIRED_complex_care_002,SITE_ACH_INSPIRED,complex_care,2026-01-19,82,28,20,36,15,0.146,True
WAIT_SITE_ACH_INSPIRED_complex_care_003,SITE_ACH_INSPIRED,complex_care,2026-01-26,76,23,10,19,8,0.11,True
WAIT_SITE_ACH_INSPIRED_complex_care_004,SITE_ACH_INSPIRED,complex_care,2026-02-02,72,27,31,55,23,0.185,True
WAIT_SITE_ACH_INSPIRED_complex_care_005,SITE_ACH_INSPIRED,complex_care,2026-02-09,68,24,22,40,17,0.163,True
WAIT_SITE_ACH_INSPIRED_complex_care_006,SITE_ACH_INSPIRED,complex_care,2026-02-16,72,27,31,55,23,0.183,True
WAIT_SITE_ACH_INSPIRED_complex_care_007,SITE_ACH_INSPIRED,complex_care,2026-02-23,58,16,10,19,8,0.091,True
WAIT_SITE_ACH_INSPIRED_complex_care_008,SITE_ACH_INSPIRED,complex_care,2026-03-02,42,11,13,24,10,0.074,True
WAIT_SITE_ACH_INSPIRED_complex_care_009,SITE_ACH_INSPIRED,complex_care,2026-03-09,43,13,12,21,9,0.116,True
WAIT_SITE_ACH_INSPIRED_complex_care_010,SITE_ACH_INSPIRED,complex_care,2026-03-16,44,14,20,36,15,0.13,True
WAIT_SITE_ACH_INSPIRED_complex_care_011,SITE_ACH_INSPIRED,complex_care,2026-03-23,48,16,22,40,17,0.139,True
WAIT_SITE_ACH_INSPIRED_complex_care_012,SITE_ACH_INSPIRED,complex_care,2026-03-30,44,15,33,60,25,0.15,True
WAIT_SITE_ACH_INSPIRED_complex_care_013,SITE_ACH_INSPIRED,complex_care,2026-04-06,35,8,9,16,7,0.055,True
WAIT_SITE_ACH_INSPIRED_complex_care_014,SITE_ACH_INSPIRED,complex_care,2026-04-13,33,9,24,43,18,0.079,True
WAIT_SITE_ACH_INSPIRED_complex_care_015,SITE_ACH_INSPIRED,complex_care,2026-04-20,16,3,9,16,7,0.033,True
WAIT_SITE_ACH_INSPIRED_complex_care_016,SITE_ACH_INSPIRED,complex_care,2026-04-27,19,4,17,31,13,0.05,True
WAIT_SITE_ACH_INSPIRED_mental_health_000,SITE_ACH_INSPIRED,mental_health,2026-01-05,267,192,93,165,69,0.548,True
WAIT_SITE_ACH_INSPIRED_mental_health_001,SITE_ACH_INSPIRED,mental_health,2026-01-12,260,187,89,158,66,0.524,True
WAIT_SITE_ACH_INSPIRED_mental_health_002,SITE_ACH_INSPIRED,mental_health,2026-01-19,255,183,97,172,72,0.582,True
WAIT_SITE_ACH_INSPIRED_mental_health_003,SITE_ACH_INSPIRED,mental_health,2026-01-26,242,141,70,124,52,0.386,True
WAIT_SITE_ACH_INSPIRED_mental_health_004,SITE_ACH_INSPIRED,mental_health,2026-02-02,241,173,90,160,67,0.561,True
WAIT_SITE_ACH_INSPIRED_mental_health_005,SITE_ACH_INSPIRED,mental_health,2026-02-09,245,176,109,194,81,0.715,True
WAIT_SITE_ACH_INSPIRED_mental_health_006,SITE_ACH_INSPIRED,mental_health,2026-02-16,240,156,71,127,53,0.453,True
WAIT_SITE_ACH_INSPIRED_mental_health_007,SITE_ACH_INSPIRED,mental_health,2026-02-23,238,171,101,180,75,0.593,True
WAIT_SITE_ACH_INSPIRED_mental_health_008,SITE_ACH_INSPIRED,mental_health,2026-03-02,246,177,102,182,76,0.617,True
WAIT_SITE_ACH_INSPIRED_mental_health_009,SITE_ACH_INSPIRED,mental_health,2026-03-09,239,147,62,110,46,0.416,True
WAIT_SITE_ACH_INSPIRED_mental_health_010,SITE_ACH_INSPIRED,mental_health,2026-03-16,236,146,76,136,57,0.422,True
WAIT_SITE_ACH_INSPIRED_mental_health_011,SITE_ACH_INSPIRED,mental_health,2026-03-23,226,137,68,122,51,0.407,True
WAIT_SITE_ACH_INSPIRED_mental_health_012,SITE_ACH_INSPIRED,mental_health,2026-03-30,214,129,67,120,50,0.407,True
WAIT_SITE_ACH_INSPIRED_mental_health_013,SITE_ACH_INSPIRED,mental_health,2026-04-06,212,119,56,100,42,0.366,True
WAIT_SITE_ACH_INSPIRED_mental_health_014,SITE_ACH_INSPIRED,mental_health,2026-04-13,209,124,62,110,46,0.396,True
WAIT_SITE_ACH_INSPIRED_mental_health_015,SITE_ACH_INSPIRED,mental_health,2026-04-20,201,106,35,62,26,0.327,True
WAIT_SITE_ACH_INSPIRED_mental_health_016,SITE_ACH_INSPIRED,mental_health,2026-04-27,203,137,74,132,55,0.476,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_000,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-05,216,110,66,117,49,0.309,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_001,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-12,213,153,78,139,58,0.556,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_002,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-19,221,145,67,120,50,0.457,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_003,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-26,214,147,75,134,56,0.487,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_004,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-02,221,134,71,127,53,0.408,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_005,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-09,223,128,63,112,47,0.377,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_006,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-16,206,108,55,98,41,0.324,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_007,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-23,192,91,49,88,37,0.277,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_008,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-02,180,77,47,84,35,0.232,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_009,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-09,188,135,86,153,64,0.53,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_010,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-16,180,98,58,103,43,0.348,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_011,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-23,174,101,67,120,50,0.383,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_012,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-30,169,101,63,112,47,0.399,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_013,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-06,168,94,63,112,47,0.362,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_014,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-13,160,89,51,91,38,0.358,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_015,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-20,147,67,48,86,36,0.259,True
WAIT_SITE_ACH_INSPIRED_diagnostic_procedures_016,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-27,145,70,49,88,37,0.289,True
WAIT_SITE_PROV_NETWORK_respiratory_000,SITE_PROV_NETWORK,respiratory,2026-01-05,145,62,47,84,35,0.233,True
WAIT_SITE_PROV_NETWORK_respiratory_001,SITE_PROV_NETWORK,respiratory,2026-01-12,153,88,51,91,38,0.381,True
WAIT_SITE_PROV_NETWORK_respiratory_002,SITE_PROV_NETWORK,respiratory,2026-01-19,153,71,36,64,27,0.269,True
WAIT_SITE_PROV_NETWORK_respiratory_003,SITE_PROV_NETWORK,respiratory,2026-01-26,164,109,86,153,64,0.465,True
WAIT_SITE_PROV_NETWORK_respiratory_004,SITE_PROV_NETWORK,respiratory,2026-02-02,174,99,63,112,47,0.37,True
WAIT_SITE_PROV_NETWORK_respiratory_005,SITE_PROV_NETWORK,respiratory,2026-02-09,195,140,101,180,75,0.535,True
WAIT_SITE_PROV_NETWORK_respiratory_006,SITE_PROV_NETWORK,respiratory,2026-02-16,205,144,87,156,65,0.506,True
WAIT_SITE_PROV_NETWORK_respiratory_007,SITE_PROV_NETWORK,respiratory,2026-02-23,213,137,78,139,58,0.448,True
WAIT_SITE_PROV_NETWORK_respiratory_008,SITE_PROV_NETWORK,respiratory,2026-03-02,218,156,95,170,71,0.576,True
WAIT_SITE_PROV_NETWORK_respiratory_009,SITE_PROV_NETWORK,respiratory,2026-03-09,207,124,63,112,47,0.402,True
WAIT_SITE_PROV_NETWORK_respiratory_010,SITE_PROV_NETWORK,respiratory,2026-03-16,204,106,67,120,50,0.321,True
WAIT_SITE_PROV_NETWORK_respiratory_011,SITE_PROV_NETWORK,respiratory,2026-03-23,209,143,83,148,62,0.487,True
WAIT_SITE_PROV_NETWORK_respiratory_012,SITE_PROV_NETWORK,respiratory,2026-03-30,210,150,90,160,67,0.515,True
WAIT_SITE_PROV_NETWORK_respiratory_013,SITE_PROV_NETWORK,respiratory,2026-04-06,213,153,122,218,91,0.664,True
WAIT_SITE_PROV_NETWORK_respiratory_014,SITE_PROV_NETWORK,respiratory,2026-04-13,207,117,72,129,54,0.366,True
WAIT_SITE_PROV_NETWORK_respiratory_015,SITE_PROV_NETWORK,respiratory,2026-04-20,187,88,41,74,31,0.275,True
WAIT_SITE_PROV_NETWORK_respiratory_016,SITE_PROV_NETWORK,respiratory,2026-04-27,184,115,71,127,53,0.428,True
WAIT_SITE_PROV_NETWORK_cardiology_000,SITE_PROV_NETWORK,cardiology,2026-01-05,274,197,124,220,92,0.663,True
WAIT_SITE_PROV_NETWORK_cardiology_001,SITE_PROV_NETWORK,cardiology,2026-01-12,278,200,149,266,111,0.845,True
WAIT_SITE_PROV_NETWORK_cardiology_002,SITE_PROV_NETWORK,cardiology,2026-01-19,266,191,82,146,61,0.523,True
WAIT_SITE_PROV_NETWORK_cardiology_003,SITE_PROV_NETWORK,cardiology,2026-01-26,265,190,143,254,106,0.808,True
WAIT_SITE_PROV_NETWORK_cardiology_004,SITE_PROV_NETWORK,cardiology,2026-02-02,269,193,118,211,88,0.676,True
WAIT_SITE_PROV_NETWORK_cardiology_005,SITE_PROV_NETWORK,cardiology,2026-02-09,242,126,62,110,46,0.322,True
WAIT_SITE_PROV_NETWORK_cardiology_006,SITE_PROV_NETWORK,cardiology,2026-02-16,236,145,63,112,47,0.417,True
WAIT_SITE_PROV_NETWORK_cardiology_007,SITE_PROV_NETWORK,cardiology,2026-02-23,224,120,52,93,39,0.338,True
WAIT_SITE_PROV_NETWORK_cardiology_008,SITE_PROV_NETWORK,cardiology,2026-03-02,230,165,121,216,90,0.718,True
WAIT_SITE_PROV_NETWORK_cardiology_009,SITE_PROV_NETWORK,cardiology,2026-03-09,237,170,112,199,83,0.647,True
WAIT_SITE_PROV_NETWORK_cardiology_010,SITE_PROV_NETWORK,cardiology,2026-03-16,230,146,70,124,52,0.437,True
WAIT_SITE_PROV_NETWORK_cardiology_011,SITE_PROV_NETWORK,cardiology,2026-03-23,231,166,91,163,68,0.538,True
WAIT_SITE_PROV_NETWORK_cardiology_012,SITE_PROV_NETWORK,cardiology,2026-03-30,226,162,109,194,81,0.608,True
WAIT_SITE_PROV_NETWORK_cardiology_013,SITE_PROV_NETWORK,cardiology,2026-04-06,209,98,45,81,34,0.271,True
WAIT_SITE_PROV_NETWORK_cardiology_014,SITE_PROV_NETWORK,cardiology,2026-04-13,192,91,47,84,35,0.274,True
WAIT_SITE_PROV_NETWORK_cardiology_015,SITE_PROV_NETWORK,cardiology,2026-04-20,192,121,74,132,55,0.433,True
WAIT_SITE_PROV_NETWORK_cardiology_016,SITE_PROV_NETWORK,cardiology,2026-04-27,187,108,72,129,54,0.382,True
WAIT_SITE_PROV_NETWORK_neurology_000,SITE_PROV_NETWORK,neurology,2026-01-05,218,134,75,134,56,0.418,True
WAIT_SITE_PROV_NETWORK_neurology_001,SITE_PROV_NETWORK,neurology,2026-01-12,221,159,106,189,79,0.581,True
WAIT_SITE_PROV_NETWORK_neurology_002,SITE_PROV_NETWORK,neurology,2026-01-19,221,144,68,122,51,0.452,True
WAIT_SITE_PROV_NETWORK_neurology_003,SITE_PROV_NETWORK,neurology,2026-01-26,220,134,76,136,57,0.41,True
WAIT_SITE_PROV_NETWORK_neurology_004,SITE_PROV_NETWORK,neurology,2026-02-02,195,95,49,88,37,0.292,True
WAIT_SITE_PROV_NETWORK_neurology_005,SITE_PROV_NETWORK,neurology,2026-02-09,193,120,75,134,56,0.422,True
WAIT_SITE_PROV_NETWORK_neurology_006,SITE_PROV_NETWORK,neurology,2026-02-16,189,106,51,91,38,0.365,True
WAIT_SITE_PROV_NETWORK_neurology_007,SITE_PROV_NETWORK,neurology,2026-02-23,172,82,45,81,34,0.281,True
WAIT_SITE_PROV_NETWORK_neurology_008,SITE_PROV_NETWORK,neurology,2026-03-02,168,80,41,74,31,0.276,True
WAIT_SITE_PROV_NETWORK_neurology_009,SITE_PROV_NETWORK,neurology,2026-03-09,166,100,58,103,43,0.407,True
WAIT_SITE_PROV_NETWORK_neurology_010,SITE_PROV_NETWORK,neurology,2026-03-16,175,108,86,153,64,0.418,True
WAIT_SITE_PROV_NETWORK_neurology_011,SITE_PROV_NETWORK,neurology,2026-03-23,178,98,48,86,36,0.352,True
WAIT_SITE_PROV_NETWORK_neurology_012,SITE_PROV_NETWORK,neurology,2026-03-30,161,71,48,86,36,0.243,True
WAIT_SITE_PROV_NETWORK_neurology_013,SITE_PROV_NETWORK,neurology,2026-04-06,151,68,45,81,34,0.254,True
WAIT_SITE_PROV_NETWORK_neurology_014,SITE_PROV_NETWORK,neurology,2026-04-13,128,50,36,64,27,0.192,True
WAIT_SITE_PROV_NETWORK_neurology_015,SITE_PROV_NETWORK,neurology,2026-04-20,124,61,32,57,24,0.293,True
WAIT_SITE_PROV_NETWORK_neurology_016,SITE_PROV_NETWORK,neurology,2026-04-27,119,49,41,74,31,0.214,True
WAIT_SITE_PROV_NETWORK_surgery_followup_000,SITE_PROV_NETWORK,surgery_followup,2026-01-05,236,149,70,124,52,0.435,True
WAIT_SITE_PROV_NETWORK_surgery_followup_001,SITE_PROV_NETWORK,surgery_followup,2026-01-12,222,123,54,96,40,0.358,True
WAIT_SITE_PROV_NETWORK_surgery_followup_002,SITE_PROV_NETWORK,surgery_followup,2026-01-19,204,101,39,69,29,0.295,True
WAIT_SITE_PROV_NETWORK_surgery_followup_003,SITE_PROV_NETWORK,surgery_followup,2026-01-26,197,101,60,108,45,0.317,True
WAIT_SITE_PROV_NETWORK_surgery_followup_004,SITE_PROV_NETWORK,surgery_followup,2026-02-02,192,114,72,129,54,0.396,True
WAIT_SITE_PROV_NETWORK_surgery_followup_005,SITE_PROV_NETWORK,surgery_followup,2026-02-09,191,97,40,72,30,0.309,True
WAIT_SITE_PROV_NETWORK_surgery_followup_006,SITE_PROV_NETWORK,surgery_followup,2026-02-16,199,139,83,148,62,0.502,True
WAIT_SITE_PROV_NETWORK_surgery_followup_007,SITE_PROV_NETWORK,surgery_followup,2026-02-23,195,123,72,129,54,0.434,True
WAIT_SITE_PROV_NETWORK_surgery_followup_008,SITE_PROV_NETWORK,surgery_followup,2026-03-02,191,111,63,112,47,0.384,True
WAIT_SITE_PROV_NETWORK_surgery_followup_009,SITE_PROV_NETWORK,surgery_followup,2026-03-09,206,148,94,168,70,0.579,True
WAIT_SITE_PROV_NETWORK_surgery_followup_010,SITE_PROV_NETWORK,surgery_followup,2026-03-16,207,149,79,141,59,0.548,True
WAIT_SITE_PROV_NETWORK_surgery_followup_011,SITE_PROV_NETWORK,surgery_followup,2026-03-23,203,103,54,96,40,0.312,True
WAIT_SITE_PROV_NETWORK_surgery_followup_012,SITE_PROV_NETWORK,surgery_followup,2026-03-30,196,92,41,74,31,0.272,True
WAIT_SITE_PROV_NETWORK_surgery_followup_013,SITE_PROV_NETWORK,surgery_followup,2026-04-06,206,148,108,192,80,0.635,True
WAIT_SITE_PROV_NETWORK_surgery_followup_014,SITE_PROV_NETWORK,surgery_followup,2026-04-13,187,85,45,81,34,0.258,True
WAIT_SITE_PROV_NETWORK_surgery_followup_015,SITE_PROV_NETWORK,surgery_followup,2026-04-20,186,133,93,165,69,0.546,True
WAIT_SITE_PROV_NETWORK_surgery_followup_016,SITE_PROV_NETWORK,surgery_followup,2026-04-27,186,87,48,86,36,0.268,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_000,SITE_PROV_NETWORK,oncology_survivorship,2026-01-05,164,73,48,86,36,0.247,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_001,SITE_PROV_NETWORK,oncology_survivorship,2026-01-12,154,78,54,96,40,0.307,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_002,SITE_PROV_NETWORK,oncology_survivorship,2026-01-19,153,90,63,112,47,0.39,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_003,SITE_PROV_NETWORK,oncology_survivorship,2026-01-26,150,68,39,69,29,0.256,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_004,SITE_PROV_NETWORK,oncology_survivorship,2026-02-02,153,94,63,112,47,0.417,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_005,SITE_PROV_NETWORK,oncology_survivorship,2026-02-09,147,72,52,93,39,0.295,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_006,SITE_PROV_NETWORK,oncology_survivorship,2026-02-16,131,58,47,84,35,0.246,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_007,SITE_PROV_NETWORK,oncology_survivorship,2026-02-23,110,41,29,52,22,0.174,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_008,SITE_PROV_NETWORK,oncology_survivorship,2026-03-02,89,25,14,26,11,0.086,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_009,SITE_PROV_NETWORK,oncology_survivorship,2026-03-09,83,26,14,26,11,0.117,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_010,SITE_PROV_NETWORK,oncology_survivorship,2026-03-16,82,31,27,48,20,0.182,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_011,SITE_PROV_NETWORK,oncology_survivorship,2026-03-23,93,45,43,76,32,0.286,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_012,SITE_PROV_NETWORK,oncology_survivorship,2026-03-30,84,29,25,45,19,0.147,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_013,SITE_PROV_NETWORK,oncology_survivorship,2026-04-06,58,17,13,24,10,0.093,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_014,SITE_PROV_NETWORK,oncology_survivorship,2026-04-13,47,11,6,12,5,0.043,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_015,SITE_PROV_NETWORK,oncology_survivorship,2026-04-20,44,11,9,16,7,0.063,True
WAIT_SITE_PROV_NETWORK_oncology_survivorship_016,SITE_PROV_NETWORK,oncology_survivorship,2026-04-27,31,8,8,14,6,0.077,True
WAIT_SITE_PROV_NETWORK_complex_care_000,SITE_PROV_NETWORK,complex_care,2026-01-05,282,203,148,264,110,0.838,True
WAIT_SITE_PROV_NETWORK_complex_care_001,SITE_PROV_NETWORK,complex_care,2026-01-12,276,166,79,141,59,0.402,True
WAIT_SITE_PROV_NETWORK_complex_care_002,SITE_PROV_NETWORK,complex_care,2026-01-19,271,182,74,132,55,0.474,True
WAIT_SITE_PROV_NETWORK_complex_care_003,SITE_PROV_NETWORK,complex_care,2026-01-26,266,190,91,163,68,0.515,True
WAIT_SITE_PROV_NETWORK_complex_care_004,SITE_PROV_NETWORK,complex_care,2026-02-02,263,189,95,170,71,0.523,True
WAIT_SITE_PROV_NETWORK_complex_care_005,SITE_PROV_NETWORK,complex_care,2026-02-09,251,151,66,117,49,0.403,True
WAIT_SITE_PROV_NETWORK_complex_care_006,SITE_PROV_NETWORK,complex_care,2026-02-16,244,175,91,163,68,0.543,True
WAIT_SITE_PROV_NETWORK_complex_care_007,SITE_PROV_NETWORK,complex_care,2026-02-23,236,126,68,122,51,0.337,True
WAIT_SITE_PROV_NETWORK_complex_care_008,SITE_PROV_NETWORK,complex_care,2026-03-02,228,145,72,129,54,0.438,True
WAIT_SITE_PROV_NETWORK_complex_care_009,SITE_PROV_NETWORK,complex_care,2026-03-09,224,161,87,156,65,0.527,True
WAIT_SITE_PROV_NETWORK_complex_care_010,SITE_PROV_NETWORK,complex_care,2026-03-16,226,162,95,170,71,0.549,True
WAIT_SITE_PROV_NETWORK_complex_care_011,SITE_PROV_NETWORK,complex_care,2026-03-23,218,123,70,124,52,0.368,True
WAIT_SITE_PROV_NETWORK_complex_care_012,SITE_PROV_NETWORK,complex_care,2026-03-30,212,136,68,122,51,0.446,True
WAIT_SITE_PROV_NETWORK_complex_care_013,SITE_PROV_NETWORK,complex_care,2026-04-06,211,151,93,165,69,0.609,True
WAIT_SITE_PROV_NETWORK_complex_care_014,SITE_PROV_NETWORK,complex_care,2026-04-13,211,144,74,132,55,0.486,True
WAIT_SITE_PROV_NETWORK_complex_care_015,SITE_PROV_NETWORK,complex_care,2026-04-20,202,113,68,122,51,0.363,True
WAIT_SITE_PROV_NETWORK_complex_care_016,SITE_PROV_NETWORK,complex_care,2026-04-27,206,147,85,151,63,0.518,True
WAIT_SITE_PROV_NETWORK_mental_health_000,SITE_PROV_NETWORK,mental_health,2026-01-05,226,133,56,100,42,0.391,True
