clinic_template_capacity_id,site_id,program,week_start_date,slots_available,slots_booked,completed_visits,no_show_rate,late_cancel_rate,virtual_share,new_visit_share,synthetic_demo
SLOT_SITE_ACH_INSPIRED_cardiology_009,SITE_ACH_INSPIRED,cardiology,2026-03-09,31,32,30,0.048,0.036,0.216,0.603,True
SLOT_SITE_ACH_INSPIRED_cardiology_010,SITE_ACH_INSPIRED,cardiology,2026-03-16,19,19,18,0.05,0.027,0.263,0.492,True
SLOT_SITE_ACH_INSPIRED_cardiology_011,SITE_ACH_INSPIRED,cardiology,2026-03-23,30,31,28,0.063,0.062,0.175,0.449,True
SLOT_SITE_ACH_INSPIRED_cardiology_012,SITE_ACH_INSPIRED,cardiology,2026-03-30,18,20,16,0.134,0.04,0.137,0.363,True
SLOT_SITE_ACH_INSPIRED_cardiology_013,SITE_ACH_INSPIRED,cardiology,2026-04-06,30,32,28,0.071,0.016,0.191,0.248,True
SLOT_SITE_ACH_INSPIRED_cardiology_014,SITE_ACH_INSPIRED,cardiology,2026-04-13,32,33,30,0.051,0.087,0.181,0.429,True
SLOT_SITE_ACH_INSPIRED_cardiology_015,SITE_ACH_INSPIRED,cardiology,2026-04-20,18,18,18,0.023,0.048,0.226,0.459,True
SLOT_SITE_ACH_INSPIRED_cardiology_016,SITE_ACH_INSPIRED,cardiology,2026-04-27,37,38,35,0.043,0.066,0.189,0.367,True
SLOT_SITE_ACH_INSPIRED_neurology_000,SITE_ACH_INSPIRED,neurology,2026-01-05,38,41,35,0.08,0.027,0.22,0.363,True
SLOT_SITE_ACH_INSPIRED_neurology_001,SITE_ACH_INSPIRED,neurology,2026-01-12,20,21,19,0.053,0.048,0.27,0.339,True
SLOT_SITE_ACH_INSPIRED_neurology_002,SITE_ACH_INSPIRED,neurology,2026-01-19,36,39,33,0.088,0.027,0.199,0.597,True
SLOT_SITE_ACH_INSPIRED_neurology_003,SITE_ACH_INSPIRED,neurology,2026-01-26,40,42,37,0.067,0.03,0.253,0.422,True
SLOT_SITE_ACH_INSPIRED_neurology_004,SITE_ACH_INSPIRED,neurology,2026-02-02,36,40,31,0.148,0.044,0.201,0.348,True
SLOT_SITE_ACH_INSPIRED_neurology_005,SITE_ACH_INSPIRED,neurology,2026-02-09,36,39,33,0.088,0.038,0.124,0.363,True
SLOT_SITE_ACH_INSPIRED_neurology_006,SITE_ACH_INSPIRED,neurology,2026-02-16,40,43,37,0.082,0.033,0.211,0.422,True
SLOT_SITE_ACH_INSPIRED_neurology_007,SITE_ACH_INSPIRED,neurology,2026-02-23,29,30,27,0.054,0.028,0.212,0.43,True
SLOT_SITE_ACH_INSPIRED_neurology_008,SITE_ACH_INSPIRED,neurology,2026-03-02,31,32,30,0.033,0.035,0.237,0.354,True
SLOT_SITE_ACH_INSPIRED_neurology_009,SITE_ACH_INSPIRED,neurology,2026-03-09,30,32,28,0.075,0.046,0.247,0.385,True
SLOT_SITE_ACH_INSPIRED_neurology_010,SITE_ACH_INSPIRED,neurology,2026-03-16,23,24,22,0.046,0.061,0.231,0.361,True
SLOT_SITE_ACH_INSPIRED_neurology_011,SITE_ACH_INSPIRED,neurology,2026-03-23,37,39,34,0.075,0.028,0.219,0.4,True
SLOT_SITE_ACH_INSPIRED_neurology_012,SITE_ACH_INSPIRED,neurology,2026-03-30,28,30,26,0.084,0.027,0.182,0.428,True
SLOT_SITE_ACH_INSPIRED_neurology_013,SITE_ACH_INSPIRED,neurology,2026-04-06,25,27,22,0.117,0.031,0.278,0.396,True
SLOT_SITE_ACH_INSPIRED_neurology_014,SITE_ACH_INSPIRED,neurology,2026-04-13,21,23,19,0.098,0.034,0.206,0.433,True
SLOT_SITE_ACH_INSPIRED_neurology_015,SITE_ACH_INSPIRED,neurology,2026-04-20,32,35,29,0.1,0.028,0.25,0.533,True
SLOT_SITE_ACH_INSPIRED_neurology_016,SITE_ACH_INSPIRED,neurology,2026-04-27,26,27,25,0.052,0.015,0.191,0.391,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_000,SITE_ACH_INSPIRED,surgery_followup,2026-01-05,39,42,36,0.083,0.083,0.223,0.468,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_001,SITE_ACH_INSPIRED,surgery_followup,2026-01-12,33,36,30,0.095,0.059,0.31,0.508,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_002,SITE_ACH_INSPIRED,surgery_followup,2026-01-19,27,27,26,0.029,0.028,0.13,0.41,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_003,SITE_ACH_INSPIRED,surgery_followup,2026-01-26,25,26,23,0.064,0.05,0.214,0.396,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_004,SITE_ACH_INSPIRED,surgery_followup,2026-02-02,28,29,26,0.055,0.019,0.227,0.423,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_005,SITE_ACH_INSPIRED,surgery_followup,2026-02-09,22,23,20,0.08,0.086,0.269,0.493,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_006,SITE_ACH_INSPIRED,surgery_followup,2026-02-16,40,42,37,0.068,0.05,0.262,0.412,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_007,SITE_ACH_INSPIRED,surgery_followup,2026-02-23,34,37,30,0.109,0.036,0.147,0.445,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_008,SITE_ACH_INSPIRED,surgery_followup,2026-03-02,40,44,35,0.113,0.015,0.189,0.376,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_009,SITE_ACH_INSPIRED,surgery_followup,2026-03-09,20,22,18,0.12,0.018,0.252,0.432,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_010,SITE_ACH_INSPIRED,surgery_followup,2026-03-16,23,24,21,0.073,0.015,0.179,0.382,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_011,SITE_ACH_INSPIRED,surgery_followup,2026-03-23,40,44,35,0.119,0.081,0.155,0.397,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_012,SITE_ACH_INSPIRED,surgery_followup,2026-03-30,39,42,36,0.083,0.032,0.302,0.594,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_013,SITE_ACH_INSPIRED,surgery_followup,2026-04-06,19,21,17,0.127,0.027,0.202,0.429,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_014,SITE_ACH_INSPIRED,surgery_followup,2026-04-13,19,20,17,0.088,0.027,0.281,0.457,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_015,SITE_ACH_INSPIRED,surgery_followup,2026-04-20,18,19,17,0.075,0.064,0.245,0.431,True
SLOT_SITE_ACH_INSPIRED_surgery_followup_016,SITE_ACH_INSPIRED,surgery_followup,2026-04-27,28,29,26,0.065,0.02,0.179,0.397,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_000,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-05,26,27,24,0.07,0.016,0.195,0.397,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_001,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-12,41,43,38,0.066,0.024,0.329,0.459,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_002,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-19,31,32,29,0.049,0.031,0.146,0.425,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_003,SITE_ACH_INSPIRED,oncology_survivorship,2026-01-26,33,34,32,0.032,0.051,0.299,0.408,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_004,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-02,23,24,22,0.048,0.02,0.216,0.474,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_005,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-09,18,19,16,0.087,0.022,0.126,0.306,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_006,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-16,36,40,32,0.122,0.039,0.188,0.327,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_007,SITE_ACH_INSPIRED,oncology_survivorship,2026-02-23,25,27,23,0.089,0.034,0.209,0.465,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_008,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-02,33,36,29,0.107,0.041,0.182,0.543,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_009,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-09,36,39,32,0.099,0.029,0.204,0.543,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_010,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-16,21,22,20,0.069,0.039,0.106,0.534,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_011,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-23,33,35,31,0.07,0.046,0.099,0.403,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_012,SITE_ACH_INSPIRED,oncology_survivorship,2026-03-30,24,25,23,0.051,0.042,0.161,0.348,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_013,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-06,37,38,36,0.031,0.116,0.213,0.385,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_014,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-13,39,40,38,0.037,0.04,0.274,0.442,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_015,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-20,24,25,22,0.071,0.016,0.202,0.287,True
SLOT_SITE_ACH_INSPIRED_oncology_survivorship_016,SITE_ACH_INSPIRED,oncology_survivorship,2026-04-27,26,27,24,0.071,0.085,0.136,0.553,True
SLOT_SITE_ACH_INSPIRED_complex_care_000,SITE_ACH_INSPIRED,complex_care,2026-01-05,22,23,20,0.084,0.034,0.236,0.418,True
SLOT_SITE_ACH_INSPIRED_complex_care_001,SITE_ACH_INSPIRED,complex_care,2026-01-12,23,25,21,0.097,0.041,0.153,0.399,True
SLOT_SITE_ACH_INSPIRED_complex_care_002,SITE_ACH_INSPIRED,complex_care,2026-01-19,33,34,31,0.056,0.089,0.215,0.413,True
SLOT_SITE_ACH_INSPIRED_complex_care_003,SITE_ACH_INSPIRED,complex_care,2026-01-26,38,39,36,0.049,0.019,0.18,0.452,True
SLOT_SITE_ACH_INSPIRED_complex_care_004,SITE_ACH_INSPIRED,complex_care,2026-02-02,20,21,19,0.073,0.076,0.285,0.56,True
SLOT_SITE_ACH_INSPIRED_complex_care_005,SITE_ACH_INSPIRED,complex_care,2026-02-09,25,27,23,0.091,0.015,0.161,0.362,True
SLOT_SITE_ACH_INSPIRED_complex_care_006,SITE_ACH_INSPIRED,complex_care,2026-02-16,22,23,21,0.053,0.066,0.201,0.491,True
SLOT_SITE_ACH_INSPIRED_complex_care_007,SITE_ACH_INSPIRED,complex_care,2026-02-23,35,36,33,0.048,0.041,0.182,0.467,True
SLOT_SITE_ACH_INSPIRED_complex_care_008,SITE_ACH_INSPIRED,complex_care,2026-03-02,41,43,39,0.058,0.014,0.254,0.405,True
SLOT_SITE_ACH_INSPIRED_complex_care_009,SITE_ACH_INSPIRED,complex_care,2026-03-09,24,25,22,0.077,0.048,0.224,0.419,True
SLOT_SITE_ACH_INSPIRED_complex_care_010,SITE_ACH_INSPIRED,complex_care,2026-03-16,23,24,22,0.06,0.019,0.295,0.396,True
SLOT_SITE_ACH_INSPIRED_complex_care_011,SITE_ACH_INSPIRED,complex_care,2026-03-23,18,19,16,0.085,0.017,0.147,0.429,True
SLOT_SITE_ACH_INSPIRED_complex_care_012,SITE_ACH_INSPIRED,complex_care,2026-03-30,19,20,18,0.072,0.025,0.244,0.431,True
SLOT_SITE_ACH_INSPIRED_complex_care_013,SITE_ACH_INSPIRED,complex_care,2026-04-06,39,39,38,0.019,0.042,0.219,0.38,True
SLOT_SITE_ACH_INSPIRED_complex_care_014,SITE_ACH_INSPIRED,complex_care,2026-04-13,27,30,23,0.143,0.036,0.157,0.558,True
SLOT_SITE_ACH_INSPIRED_complex_care_015,SITE_ACH_INSPIRED,complex_care,2026-04-20,39,41,37,0.064,0.042,0.161,0.365,True
SLOT_SITE_ACH_INSPIRED_complex_care_016,SITE_ACH_INSPIRED,complex_care,2026-04-27,30,31,28,0.065,0.052,0.222,0.457,True
SLOT_SITE_ACH_INSPIRED_mental_health_000,SITE_ACH_INSPIRED,mental_health,2026-01-05,28,31,22,0.21,0.009,0.135,0.427,True
SLOT_SITE_ACH_INSPIRED_mental_health_001,SITE_ACH_INSPIRED,mental_health,2026-01-12,28,31,22,0.201,0.026,0.186,0.291,True
SLOT_SITE_ACH_INSPIRED_mental_health_002,SITE_ACH_INSPIRED,mental_health,2026-01-19,24,26,21,0.134,0.064,0.243,0.452,True
SLOT_SITE_ACH_INSPIRED_mental_health_003,SITE_ACH_INSPIRED,mental_health,2026-01-26,36,40,30,0.169,0.039,0.274,0.4,True
SLOT_SITE_ACH_INSPIRED_mental_health_004,SITE_ACH_INSPIRED,mental_health,2026-02-02,24,25,22,0.074,0.079,0.184,0.405,True
SLOT_SITE_ACH_INSPIRED_mental_health_005,SITE_ACH_INSPIRED,mental_health,2026-02-09,19,20,18,0.058,0.035,0.204,0.456,True
SLOT_SITE_ACH_INSPIRED_mental_health_006,SITE_ACH_INSPIRED,mental_health,2026-02-16,28,31,24,0.137,0.012,0.317,0.396,True
SLOT_SITE_ACH_INSPIRED_mental_health_007,SITE_ACH_INSPIRED,mental_health,2026-02-23,23,25,20,0.112,0.009,0.286,0.477,True
SLOT_SITE_ACH_INSPIRED_mental_health_008,SITE_ACH_INSPIRED,mental_health,2026-03-02,22,24,19,0.153,0.026,0.163,0.312,True
SLOT_SITE_ACH_INSPIRED_mental_health_009,SITE_ACH_INSPIRED,mental_health,2026-03-09,30,33,24,0.212,0.035,0.222,0.444,True
SLOT_SITE_ACH_INSPIRED_mental_health_010,SITE_ACH_INSPIRED,mental_health,2026-03-16,29,32,26,0.12,0.011,0.156,0.397,True
SLOT_SITE_ACH_INSPIRED_mental_health_011,SITE_ACH_INSPIRED,mental_health,2026-03-23,31,34,26,0.158,0.03,0.236,0.415,True
SLOT_SITE_ACH_INSPIRED_mental_health_012,SITE_ACH_INSPIRED,mental_health,2026-03-30,30,33,26,0.145,0.048,0.22,0.312,True
SLOT_SITE_ACH_INSPIRED_mental_health_013,SITE_ACH_INSPIRED,mental_health,2026-04-06,31,34,27,0.118,0.047,0.152,0.422,True
SLOT_SITE_ACH_INSPIRED_mental_health_014,SITE_ACH_INSPIRED,mental_health,2026-04-13,29,32,23,0.223,0.023,0.259,0.388,True
SLOT_SITE_ACH_INSPIRED_mental_health_015,SITE_ACH_INSPIRED,mental_health,2026-04-20,37,39,34,0.068,0.022,0.227,0.398,True
SLOT_SITE_ACH_INSPIRED_mental_health_016,SITE_ACH_INSPIRED,mental_health,2026-04-27,25,27,23,0.096,0.09,0.234,0.432,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_000,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-05,39,42,35,0.092,0.04,0.119,0.345,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_001,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-12,22,23,21,0.048,0.033,0.074,0.37,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_002,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-19,27,29,24,0.103,0.023,0.161,0.379,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_003,SITE_ACH_INSPIRED,diagnostic_procedures,2026-01-26,25,26,24,0.048,0.016,0.109,0.368,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_004,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-02,31,32,29,0.049,0.049,0.055,0.444,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_005,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-09,33,36,29,0.122,0.056,0.131,0.34,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_006,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-16,36,37,34,0.046,0.05,0.058,0.458,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_007,SITE_ACH_INSPIRED,diagnostic_procedures,2026-02-23,37,40,33,0.098,0.087,0.051,0.371,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_008,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-02,40,42,37,0.071,0.097,0.139,0.37,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_009,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-09,19,19,18,0.039,0.021,0.213,0.435,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_010,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-16,31,32,30,0.037,0.033,0.111,0.458,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_011,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-23,27,28,25,0.059,0.064,0.137,0.368,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_012,SITE_ACH_INSPIRED,diagnostic_procedures,2026-03-30,23,24,21,0.079,0.019,0.071,0.442,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_013,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-06,25,28,22,0.134,0.035,0.143,0.399,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_014,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-13,25,27,23,0.084,0.034,0.078,0.384,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_015,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-20,33,36,30,0.094,0.026,0.054,0.416,True
SLOT_SITE_ACH_INSPIRED_diagnostic_procedures_016,SITE_ACH_INSPIRED,diagnostic_procedures,2026-04-27,26,27,25,0.043,0.026,0.081,0.383,True
SLOT_SITE_PROV_NETWORK_respiratory_000,SITE_PROV_NETWORK,respiratory,2026-01-05,34,35,32,0.055,0.032,0.165,0.371,True
SLOT_SITE_PROV_NETWORK_respiratory_001,SITE_PROV_NETWORK,respiratory,2026-01-12,24,26,22,0.095,0.009,0.14,0.358,True
SLOT_SITE_PROV_NETWORK_respiratory_002,SITE_PROV_NETWORK,respiratory,2026-01-19,33,34,31,0.05,0.035,0.233,0.383,True
SLOT_SITE_PROV_NETWORK_respiratory_003,SITE_PROV_NETWORK,respiratory,2026-01-26,20,20,20,0.024,0.074,0.229,0.438,True
SLOT_SITE_PROV_NETWORK_respiratory_004,SITE_PROV_NETWORK,respiratory,2026-02-02,28,28,27,0.034,0.018,0.256,0.321,True
SLOT_SITE_PROV_NETWORK_respiratory_005,SITE_PROV_NETWORK,respiratory,2026-02-09,20,20,20,0.015,0.019,0.199,0.6,True
SLOT_SITE_PROV_NETWORK_respiratory_006,SITE_PROV_NETWORK,respiratory,2026-02-16,22,23,20,0.08,0.04,0.205,0.562,True
SLOT_SITE_PROV_NETWORK_respiratory_007,SITE_PROV_NETWORK,respiratory,2026-02-23,27,29,24,0.095,0.029,0.224,0.48,True
SLOT_SITE_PROV_NETWORK_respiratory_008,SITE_PROV_NETWORK,respiratory,2026-03-02,20,21,19,0.066,0.021,0.254,0.463,True
SLOT_SITE_PROV_NETWORK_respiratory_009,SITE_PROV_NETWORK,respiratory,2026-03-09,30,31,28,0.061,0.049,0.197,0.445,True
SLOT_SITE_PROV_NETWORK_respiratory_010,SITE_PROV_NETWORK,respiratory,2026-03-16,36,39,33,0.09,0.007,0.25,0.45,True
SLOT_SITE_PROV_NETWORK_respiratory_011,SITE_PROV_NETWORK,respiratory,2026-03-23,23,25,21,0.106,0.126,0.257,0.47,True
SLOT_SITE_PROV_NETWORK_respiratory_012,SITE_PROV_NETWORK,respiratory,2026-03-30,23,25,21,0.104,0.033,0.232,0.418,True
SLOT_SITE_PROV_NETWORK_respiratory_013,SITE_PROV_NETWORK,respiratory,2026-04-06,18,20,16,0.134,0.069,0.165,0.427,True
SLOT_SITE_PROV_NETWORK_respiratory_014,SITE_PROV_NETWORK,respiratory,2026-04-13,32,33,30,0.056,0.031,0.189,0.436,True
SLOT_SITE_PROV_NETWORK_respiratory_015,SITE_PROV_NETWORK,respiratory,2026-04-20,41,43,38,0.069,0.027,0.389,0.401,True
SLOT_SITE_PROV_NETWORK_respiratory_016,SITE_PROV_NETWORK,respiratory,2026-04-27,24,25,22,0.065,0.01,0.152,0.316,True
SLOT_SITE_PROV_NETWORK_cardiology_000,SITE_PROV_NETWORK,cardiology,2026-01-05,22,24,20,0.095,0.023,0.297,0.603,True
SLOT_SITE_PROV_NETWORK_cardiology_001,SITE_PROV_NETWORK,cardiology,2026-01-12,18,20,16,0.125,0.024,0.214,0.351,True
SLOT_SITE_PROV_NETWORK_cardiology_002,SITE_PROV_NETWORK,cardiology,2026-01-19,28,29,27,0.041,0.031,0.143,0.351,True
SLOT_SITE_PROV_NETWORK_cardiology_003,SITE_PROV_NETWORK,cardiology,2026-01-26,18,19,17,0.059,0.042,0.192,0.418,True
SLOT_SITE_PROV_NETWORK_cardiology_004,SITE_PROV_NETWORK,cardiology,2026-02-02,22,24,20,0.099,0.039,0.257,0.502,True
SLOT_SITE_PROV_NETWORK_cardiology_005,SITE_PROV_NETWORK,cardiology,2026-02-09,38,39,37,0.029,0.045,0.274,0.408,True
SLOT_SITE_PROV_NETWORK_cardiology_006,SITE_PROV_NETWORK,cardiology,2026-02-16,31,32,29,0.055,0.021,0.275,0.415,True
SLOT_SITE_PROV_NETWORK_cardiology_007,SITE_PROV_NETWORK,cardiology,2026-02-23,39,41,37,0.057,0.031,0.257,0.453,True
SLOT_SITE_PROV_NETWORK_cardiology_008,SITE_PROV_NETWORK,cardiology,2026-03-02,18,18,17,0.052,0.017,0.209,0.425,True
SLOT_SITE_PROV_NETWORK_cardiology_009,SITE_PROV_NETWORK,cardiology,2026-03-09,20,21,18,0.092,0.033,0.257,0.444,True
SLOT_SITE_PROV_NETWORK_cardiology_010,SITE_PROV_NETWORK,cardiology,2026-03-16,30,31,28,0.051,0.05,0.143,0.418,True
SLOT_SITE_PROV_NETWORK_cardiology_011,SITE_PROV_NETWORK,cardiology,2026-03-23,24,25,23,0.044,0.033,0.163,0.46,True
SLOT_SITE_PROV_NETWORK_cardiology_012,SITE_PROV_NETWORK,cardiology,2026-03-30,20,21,19,0.067,0.032,0.188,0.347,True
SLOT_SITE_PROV_NETWORK_cardiology_013,SITE_PROV_NETWORK,cardiology,2026-04-06,40,43,37,0.076,0.018,0.246,0.444,True
SLOT_SITE_PROV_NETWORK_cardiology_014,SITE_PROV_NETWORK,cardiology,2026-04-13,38,40,35,0.074,0.027,0.241,0.471,True
SLOT_SITE_PROV_NETWORK_cardiology_015,SITE_PROV_NETWORK,cardiology,2026-04-20,24,25,22,0.074,0.018,0.251,0.389,True
SLOT_SITE_PROV_NETWORK_cardiology_016,SITE_PROV_NETWORK,cardiology,2026-04-27,26,27,25,0.043,0.057,0.167,0.499,True
SLOT_SITE_PROV_NETWORK_neurology_000,SITE_PROV_NETWORK,neurology,2026-01-05,30,30,29,0.03,0.035,0.167,0.543,True
SLOT_SITE_PROV_NETWORK_neurology_001,SITE_PROV_NETWORK,neurology,2026-01-12,21,22,19,0.077,0.06,0.147,0.443,True
SLOT_SITE_PROV_NETWORK_neurology_002,SITE_PROV_NETWORK,neurology,2026-01-19,27,28,25,0.059,0.03,0.19,0.444,True
SLOT_SITE_PROV_NETWORK_neurology_003,SITE_PROV_NETWORK,neurology,2026-01-26,29,30,27,0.062,0.015,0.254,0.477,True
SLOT_SITE_PROV_NETWORK_neurology_004,SITE_PROV_NETWORK,neurology,2026-02-02,38,40,35,0.079,0.038,0.179,0.4,True
SLOT_SITE_PROV_NETWORK_neurology_005,SITE_PROV_NETWORK,neurology,2026-02-09,26,27,25,0.055,0.054,0.323,0.517,True
SLOT_SITE_PROV_NETWORK_neurology_006,SITE_PROV_NETWORK,neurology,2026-02-16,29,30,28,0.05,0.062,0.21,0.503,True
SLOT_SITE_PROV_NETWORK_neurology_007,SITE_PROV_NETWORK,neurology,2026-02-23,34,36,31,0.076,0.035,0.231,0.516,True
SLOT_SITE_PROV_NETWORK_neurology_008,SITE_PROV_NETWORK,neurology,2026-03-02,36,37,34,0.047,0.036,0.278,0.57,True
SLOT_SITE_PROV_NETWORK_neurology_009,SITE_PROV_NETWORK,neurology,2026-03-09,23,25,20,0.129,0.079,0.203,0.442,True
SLOT_SITE_PROV_NETWORK_neurology_010,SITE_PROV_NETWORK,neurology,2026-03-16,22,23,21,0.046,0.024,0.218,0.494,True
SLOT_SITE_PROV_NETWORK_neurology_011,SITE_PROV_NETWORK,neurology,2026-03-23,29,31,27,0.076,0.046,0.181,0.366,True
SLOT_SITE_PROV_NETWORK_neurology_012,SITE_PROV_NETWORK,neurology,2026-03-30,38,39,36,0.044,0.04,0.254,0.398,True
SLOT_SITE_PROV_NETWORK_neurology_013,SITE_PROV_NETWORK,neurology,2026-04-06,33,35,31,0.069,0.008,0.174,0.465,True
SLOT_SITE_PROV_NETWORK_neurology_014,SITE_PROV_NETWORK,neurology,2026-04-13,35,36,33,0.047,0.046,0.191,0.453,True
SLOT_SITE_PROV_NETWORK_neurology_015,SITE_PROV_NETWORK,neurology,2026-04-20,23,24,22,0.051,0.028,0.18,0.389,True
SLOT_SITE_PROV_NETWORK_neurology_016,SITE_PROV_NETWORK,neurology,2026-04-27,28,29,27,0.038,0.02,0.288,0.471,True
SLOT_SITE_PROV_NETWORK_surgery_followup_000,SITE_PROV_NETWORK,surgery_followup,2026-01-05,30,32,28,0.08,0.049,0.094,0.435,True
SLOT_SITE_PROV_NETWORK_surgery_followup_001,SITE_PROV_NETWORK,surgery_followup,2026-01-12,36,38,34,0.06,0.047,0.359,0.387,True
SLOT_SITE_PROV_NETWORK_surgery_followup_002,SITE_PROV_NETWORK,surgery_followup,2026-01-19,40,41,38,0.044,0.049,0.291,0.461,True
SLOT_SITE_PROV_NETWORK_surgery_followup_003,SITE_PROV_NETWORK,surgery_followup,2026-01-26,35,38,31,0.105,0.032,0.311,0.324,True
SLOT_SITE_PROV_NETWORK_surgery_followup_004,SITE_PROV_NETWORK,surgery_followup,2026-02-02,28,29,26,0.066,0.036,0.239,0.574,True
SLOT_SITE_PROV_NETWORK_surgery_followup_005,SITE_PROV_NETWORK,surgery_followup,2026-02-09,36,38,33,0.081,0.043,0.192,0.39,True
SLOT_SITE_PROV_NETWORK_surgery_followup_006,SITE_PROV_NETWORK,surgery_followup,2026-02-16,23,24,22,0.061,0.036,0.203,0.435,True
SLOT_SITE_PROV_NETWORK_surgery_followup_007,SITE_PROV_NETWORK,surgery_followup,2026-02-23,25,27,23,0.088,0.015,0.14,0.384,True
SLOT_SITE_PROV_NETWORK_surgery_followup_008,SITE_PROV_NETWORK,surgery_followup,2026-03-02,28,30,25,0.102,0.037,0.118,0.404,True
SLOT_SITE_PROV_NETWORK_surgery_followup_009,SITE_PROV_NETWORK,surgery_followup,2026-03-09,20,22,17,0.127,0.004,0.186,0.442,True
SLOT_SITE_PROV_NETWORK_surgery_followup_010,SITE_PROV_NETWORK,surgery_followup,2026-03-16,22,23,20,0.072,0.018,0.167,0.467,True
SLOT_SITE_PROV_NETWORK_surgery_followup_011,SITE_PROV_NETWORK,surgery_followup,2026-03-23,37,39,35,0.059,0.015,0.229,0.249,True
SLOT_SITE_PROV_NETWORK_surgery_followup_012,SITE_PROV_NETWORK,surgery_followup,2026-03-30,39,41,36,0.064,0.02,0.156,0.379,True
SLOT_SITE_PROV_NETWORK_surgery_followup_013,SITE_PROV_NETWORK,surgery_followup,2026-04-06,18,20,16,0.113,0.012,0.195,0.347,True
