staffing_roster_id,site_id,unit_id,ts_hour,scheduled_staffing_hours,required_staffing_hours,staffing_gap_pct,skill_mix_proxy,synthetic_demo
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012520,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-25T20:00:00,44.8,48.8,0.0892,0.8255360496929811,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012521,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-25T21:00:00,42.0,45.8,0.116,0.7769576743495813,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012522,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-25T22:00:00,39.2,30.5,0.1112,0.8587436257999213,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012523,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-25T23:00:00,33.6,21.3,0.191,0.8534063205366051,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012600,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T00:00:00,42.0,39.6,0.0919,0.8473974266087109,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012601,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T01:00:00,42.0,42.7,0.0628,0.8802538289548213,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012602,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T02:00:00,47.6,39.6,0.0158,0.918214009743393,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012603,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T03:00:00,42.0,42.7,0.0455,0.7908330050323762,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012604,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T04:00:00,39.2,42.7,0.1103,0.8465579886184675,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012605,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T05:00:00,44.8,39.6,0.053,0.8311915826626,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012606,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T06:00:00,44.8,24.4,0.0855,0.9662153148517846,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012607,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T07:00:00,42.0,42.7,0.089,0.8780080726636333,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012608,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T08:00:00,42.0,33.5,0.0456,0.8216954280295983,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012609,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T09:00:00,44.8,48.8,0.0409,0.8479735740265164,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012610,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T10:00:00,47.6,54.9,0.0132,0.8050255047554338,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012611,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T11:00:00,39.2,57.9,0.0632,0.9050007945694355,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012612,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T12:00:00,42.0,39.6,0.0171,0.7283868257673081,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012613,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T13:00:00,44.8,48.8,0.0597,0.8216136745949438,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012614,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T14:00:00,42.0,57.9,0.0345,0.7448004916978562,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012615,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T15:00:00,39.2,42.7,0.0746,0.8227534486222245,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012616,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T16:00:00,44.8,61.0,0.079,0.8483704971078265,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012617,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T17:00:00,42.0,51.8,0.0799,0.8800868183899924,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012618,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T18:00:00,42.0,51.8,0.1021,0.761072896033546,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012619,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T19:00:00,42.0,48.8,0.0077,0.9896959901027254,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012620,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T20:00:00,42.0,36.6,0.0452,0.7370136496676055,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012621,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T21:00:00,39.2,51.8,0.0557,0.8825143982044826,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012622,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T22:00:00,42.0,48.8,0.0957,0.9003091585110244,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012623,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-26T23:00:00,36.4,36.6,0.1379,0.7647731748010307,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012700,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T00:00:00,42.0,36.6,0.1006,0.7903059445044536,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012701,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T01:00:00,36.4,21.3,0.1142,0.9733425456462944,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012702,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T02:00:00,44.8,39.6,0.0319,0.8654466185033273,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012703,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T03:00:00,42.0,33.5,0.0473,0.874197141467559,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012704,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T04:00:00,47.6,61.0,0.0306,0.8378395717678581,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012705,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T05:00:00,44.8,48.8,0.0483,0.8419439549459251,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012706,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T06:00:00,44.8,48.8,0.0305,0.957764175043688,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012707,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T07:00:00,39.2,45.8,0.0951,0.9822520203833089,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012708,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T08:00:00,44.8,42.7,0.0424,0.8224595516510619,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012709,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T09:00:00,44.8,39.6,0.0772,0.9044209467416033,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012710,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T10:00:00,44.8,48.8,0.0272,0.8661137027952501,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012711,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T11:00:00,44.8,48.8,0.034,0.889589535937394,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012712,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T12:00:00,44.8,54.9,0.0437,0.885285016567832,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012713,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T13:00:00,39.2,36.6,0.0685,0.9696554427665275,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012714,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T14:00:00,39.2,33.5,0.0874,0.909877073604192,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012715,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T15:00:00,42.0,33.5,0.0468,0.7699009414825484,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012716,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T16:00:00,44.8,36.6,0.0598,0.8158279288433794,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012717,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T17:00:00,44.8,51.8,0.0729,0.8644520734405581,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012718,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T18:00:00,39.2,33.5,0.0926,0.8436370179437572,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012719,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T19:00:00,44.8,48.8,0.0408,0.8962285593547753,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012720,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T20:00:00,39.2,33.5,0.0649,0.8051643556839708,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012721,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T21:00:00,42.0,48.8,0.0456,0.9490898870912159,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012722,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T22:00:00,42.0,57.9,0.0346,0.7895265278942544,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012723,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-27T23:00:00,47.6,48.8,0.0362,0.885255808982968,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012800,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T00:00:00,44.8,45.8,0.0619,0.7281590514908428,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012801,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T01:00:00,42.0,42.7,0.0647,0.721733872945518,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012802,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T02:00:00,39.2,42.7,0.0648,0.9316597989918785,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012803,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T03:00:00,47.6,48.8,0.0263,0.9558267790786954,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012804,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T04:00:00,42.0,45.8,0.0289,0.7694475636117438,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012805,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T05:00:00,39.2,33.5,0.1098,0.8980406924891161,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012806,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T06:00:00,44.8,42.7,0.0333,0.8944096969040968,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012807,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T07:00:00,44.8,42.7,0.0738,0.7864821837314148,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012808,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T08:00:00,42.0,42.7,0.0779,0.8351862836517381,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012809,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T09:00:00,44.8,36.6,0.0251,0.9341738904307414,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012810,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T10:00:00,42.0,45.8,0.0477,0.8636047870176425,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012811,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T11:00:00,44.8,45.8,0.042,0.9019813150937339,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012812,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T12:00:00,42.0,54.9,0.0246,0.8504342035935525,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012813,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T13:00:00,39.2,39.6,0.0994,0.798354598334111,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012814,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T14:00:00,42.0,39.6,0.0716,0.9052202213502261,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012815,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T15:00:00,39.2,51.8,0.0859,0.8706005792198183,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012816,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T16:00:00,42.0,48.8,0.1148,0.7319842231450134,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012817,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T17:00:00,42.0,48.8,0.048,0.8627637216944447,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012818,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T18:00:00,39.2,33.5,0.0683,0.8323619391898001,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012819,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T19:00:00,42.0,51.8,0.0571,0.9222959278146117,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012820,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T20:00:00,42.0,42.7,0.0306,0.8407106158122821,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012821,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T21:00:00,42.0,61.0,0.0601,0.8362362345562311,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012822,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T22:00:00,42.0,45.8,0.0176,0.8793077907390199,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012823,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-28T23:00:00,44.8,45.8,0.0225,0.8253453488202442,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012900,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T00:00:00,44.8,42.7,0.0355,0.8824621461932,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012901,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T01:00:00,39.2,48.8,0.1112,0.7892919658721886,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012902,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T02:00:00,44.8,48.8,0.0526,0.7676422869839785,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012903,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T03:00:00,42.0,45.8,0.0613,0.8285825555881511,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012904,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T04:00:00,47.6,51.8,0.0366,0.9630354375893845,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012905,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T05:00:00,44.8,42.7,0.0589,0.8101129691451671,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012906,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T06:00:00,47.6,61.0,0.0268,0.8356589345420496,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012907,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T07:00:00,44.8,54.9,0.0357,0.8472664267098751,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012908,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T08:00:00,39.2,36.6,0.0714,0.7836631882927125,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012909,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T09:00:00,39.2,39.6,0.0847,0.8460958767291893,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012910,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T10:00:00,42.0,39.6,0.0399,0.8468756933561267,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012911,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T11:00:00,44.8,45.8,0.0496,0.8814842941372496,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012912,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T12:00:00,44.8,54.9,0.0749,0.8813045686550741,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012913,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T13:00:00,42.0,42.7,0.0359,0.8100973025533993,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012914,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T14:00:00,44.8,39.6,0.0582,0.8208831223525458,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012915,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T15:00:00,44.8,54.9,0.0328,0.8754503526301872,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012916,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T16:00:00,44.8,48.8,0.0873,0.8713799833122853,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012917,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T17:00:00,44.8,51.8,0.0396,0.8682209486014061,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012918,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T18:00:00,47.6,61.0,0.0263,0.8279771724098507,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012919,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T19:00:00,36.4,45.8,0.1375,0.7683177729461786,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012920,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T20:00:00,44.8,54.9,0.0473,0.9449818543959085,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012921,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T21:00:00,39.2,45.8,0.0682,0.8272567339466379,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012922,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T22:00:00,42.0,51.8,0.0387,0.8328005696276568,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026012923,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-29T23:00:00,44.8,51.8,0.0264,0.8463114687159506,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013000,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T00:00:00,42.0,33.5,0.0515,0.8364406210220968,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013001,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T01:00:00,39.2,39.6,0.0743,0.841057016399573,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013002,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T02:00:00,44.8,39.6,0.0334,0.9339159605785282,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013003,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T03:00:00,42.0,48.8,0.031,0.7687764688550272,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013004,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T04:00:00,39.2,42.7,0.0756,0.9036080093104756,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013005,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T05:00:00,42.0,39.6,0.071,0.8574904305631028,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013006,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T06:00:00,42.0,48.8,0.0778,0.9140817965747187,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013007,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T07:00:00,44.8,45.8,0.0268,0.9514181019482271,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013008,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T08:00:00,44.8,57.9,0.0695,0.8264761001521669,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013009,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T09:00:00,44.8,61.0,0.0254,0.9261369174210237,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013010,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T10:00:00,42.0,33.5,0.0538,0.8386898386826037,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013011,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T11:00:00,42.0,54.9,0.0556,0.8485867187053852,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013012,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T12:00:00,42.0,42.7,0.0978,0.7853346011252971,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013013,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T13:00:00,42.0,45.8,0.0971,0.9061079168204108,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013014,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T14:00:00,47.6,54.9,0.035,0.808562095977558,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013015,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T15:00:00,39.2,36.6,0.0755,0.8267797063798058,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013016,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T16:00:00,42.0,42.7,0.0728,0.8814435401445322,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013017,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T17:00:00,47.6,51.8,0.0348,0.868507497374438,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013018,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T18:00:00,42.0,45.8,0.0311,0.8813267775663648,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013019,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T19:00:00,44.8,57.9,0.0957,0.938863970346596,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013020,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T20:00:00,44.8,42.7,0.0601,0.8682037787908625,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013021,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T21:00:00,44.8,48.8,0.0595,0.7525883940061492,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013022,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T22:00:00,47.6,51.8,0.0347,0.869789407314552,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013023,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-30T23:00:00,42.0,36.6,0.0568,0.9406940381106742,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013100,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-31T00:00:00,36.4,36.6,0.1406,0.8635549035440467,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013101,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-31T01:00:00,39.2,30.5,0.1105,0.9137496148458351,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013102,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-31T02:00:00,42.0,51.8,0.1331,0.9004549079500915,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013103,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-31T03:00:00,42.0,33.5,0.05,0.7832646273062103,True
STFGAP_SITE_STOLLERY_INSPIRED_MH_2026013104,SITE_STOLLERY_INSPIRED,SITE_STOLLERY_INSPIRED_MH,2026-01-31T04:00:00,44.8,30.5,0.0852,0.8538793943299864,True
